KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
SLA;the Slavic Union;L'Union Slave;die Slawische Union;Unia S³owiañska;la Union Eslava;Unione Slava;a Szláv Unió;Slovanské unie;a Szláv Unió;de Slavische Unie;a União Eslava;Ñëàâÿíñêèé Ñîşç;Slaavilainen Unioni;x
SLA_ADJ;Slavic;Slave;Slawisch;S³owiañska;eslavo;Slava;szláv;slovanskı;szláv;Slavisch;eslavo;ñëàâÿíñêèé;slaavilainen;x
DOG_anarcho_liberal;Adam Bones' Party;Parti d'Adam Los;Partei von Adam Knochenberg;Partia Adama Bonesa;La fiesta de Adam Bones;Partito di Adamo Leossa;Adam Bones pártja;Strana Adam Bonesù;Adam Bones pártja;Adam Bones 'Party;Festa de Adam Bones;Âå÷åğèíêà Àäàìà Áîóíñà;Adam Bonesin puolue;x
DOG_communist;Broken Leash Party;Parti de la Laisse Brisée;Partei der Gebrochene Leinen;Broken Leash Party;Partido de la correa rota;Partito del Guinzaglio Rotto;Broken Leash Party;Zlomenı vodítko;Broken Leash Party;Broken Leash Party;Festa da trela quebrada;Ñëîìàííûé ïîâîäîê;Broken Leash Party;x
DOG_conservative;Good Boys Party;Parti des Bons Garçons;Partei der Gute Jungen;Dobra impreza dla ch³opców;Fiesta de buenos chicos;Partito dei Bravi Ragazzi;Jó fiúk pártja;Dobrá kluka strana;Jó fiúk pártja;Good Boys Party;Boa festa de meninos;Ãóä-Áîéç Ïàğòèé;Good Boys Party;x
DOG_fascist;Neo-Wolves Party;Parti des Néo-Loups;Neu-Wölfe-Partei;Partia Neo-Wolves;Fiesta Neo-Lobos;Partito dei Neo-Lup;Neo-Wolves párt;Neo-vlèí party;Neo-Wolves párt;Neo-Wolves-feest;Partido neo-lobos;Íåî âîëêè;Neo-Wolves Party;x
DOG_liberal;Free Paw Party;Partie de la Patte Libre;Partei der Freie Pfote;Darmowa impreza z pawiem;Fiesta gratis de la pata;Partito della Zampa Gratuita;Ingyenes Paw Party;Volná strana labutì;Ingyenes Paw Party;Gratis Paw Party;Paw Party grátis;Ôğèé-Ïî Ïàğòèé;Vapaa Paw Party;x
DOG_reactionary;Woof Faction;Faction du Ouaf;Wau-Fraktion;Woof Faction;Facción guau;Partito del Bau;Woof Faction;Woof frakce;Woof Faction;Woef Faction;Facção de Woof;Ôğàêöèÿ ãàâ;Woof Faction;x
DOG_socialist;Karl Barx' Party;Parti de Charles Barx;Partei von Karl Barx;Partia Karola Barxa;Fiesta de Karl Barx;Partito di Carlo Barx;Karl Barx 'párt;Karl Barx 'strana;Karl Barx 'párt;Karl Barx 'partij;Festa de Karl Barx;Êàğë Áàğêñ Âå÷åğèíêà;Karl Barxin puolue;x
DUK_anarcho_liberal;McDuck's Faction;La faction de McDuck;Faktion von McDuck;Frakcja McDucka;La facción de McDuck;Partito di Zio Paperone;McDuck frakciója;McDuckova frakce;McDuck frakciója;McDuck's Faction;Facção de McDuck;Ôğàêöèÿ ÌàêÄàêà;McDuckin fraktio;x
DUK_communist;de Spell's Party;Partie de Miss Tick;de Zaubers-Partei;Partia De Spell;fiesta de hechizos;Partito di Amelia;de a Spell pártja;de Spellova strana;de a Spell pártja;de Spell's Party;de Spell's Party;Âå÷åğèíêà äå Ñïåëë;de Spellin puolue;x
DUK_conservative;Gearloose's Laboratory;Laboratoire de Trouvetou;Gearloose's Labor;Gearloose's Laboratory;Laboratorio de Gearloose;Laboratorio di Archimede;Gearloose laboratóriumában;Gearloose laboratoø;Gearloose laboratóriumában;Gearloose's Laboratory;Laboratório de Engrenagens;Ëàáîğàòîğèÿ Ãèğëîîñà;Gearloose's Laboratory;x
DUK_fascist;Whiskerville Clan;Clan Whiskerville;Whiskerville-Clan;Klan Whiskerville;Clan Whiskerville;Clan Whiskerville;Whiskerville klán;Whiskerville Clan;Whiskerville klán;Whiskerville Clan;Clã Whiskerville;Êëàí Âèñêåğâèë¸â;Whiskerville Clan;x
DUK_liberal;Rockerduck's Faction;Faction de Rockerduck;Rockerducks Fraktion;Frakcja Rockerducka;La facción de Rockerduck;Fazione Rockerduck;Rockerduck frakciója;Rockerduckova frakce;Rockerduck frakciója;Rockerduck's Faction;Facção de Rockerduck;Ôğàêöèÿ Ğîêåğäàê;Rockerduckin fraktio;x
DUK_reactionary;Glomgold's Legacy;Héritage de Glomgold;Glomgolds Vermächtnis;Dziedzictwo Glomgolda;El legado de Glomgold;Eredità di Famedoro;Glomgold öröksége;Glomgoldùv odkaz;Glomgold öröksége;Glomgold's Legacy;Legado de Glomgold;Íàñëåäèå Ãëîìãîëäà;Glomgoldin perintö;x
DUK_socialist;von Drake's Party;Partie de von Drake;von Drakes-Partei;Partia von Drake'a;Fiesta de von Drake;Partito di Pico de Paperis;von Drake pártja;von Drakeova strana;von Drake pártja;von Drake's Party;Partido de von Drake;Âå÷åğèíêà ôîí Äğåéêà;von Drakin puolue;x
DRK_anarcho_liberal;The Steam Trains;Trains à vapeur;Die Dampfzüge;Poci¹gi Steam;Los trenes de vapor;Treni a Vapore;A Steam vonatok;Parní vlaky;A Steam vonatok;De stoomtreinen;Os trens a vapor;Ïàğîâûå ïîåçäà;Höyryjunat;x
DRK_communist;Fireball-Ironbelly;Bouledefeu-Ventredefer;Feuerball-Eiserbauch;Fireball-Ironbelly;Bola de fuego-barriga de hierro;Palladifuoco-Panzadacciaio;Fireball-Ironbelly;Fireball-Ironbelly;Fireball-Ironbelly;Fireball-Ironbelly;Bola de fogo-Ironbelly;Ôàéğáàëëü-Àéğîíáåëëèé;Fireball-Ironbelly;x
DRK_conservative;Pendragon Party;Partie de Pendragon;Pendragon-Partei;Pendragon Party;Fiesta pendragon;Partito di Pendragone;Pendragon Párt;Pendragon Party;Pendragon Párt;Pendragon-feest;Festa Pendragon;Âå÷åğèíêà Ïåíäğàãîíîâ;Pendragon-puolue;x
DRK_fascist;The Childrens of Smaug;Enfants de Smaug;Kinder von Smaug;The Childrens of Smaug;Los niños de Smaug;Figli di Smaug;A Smaug gyermekei;Dìti z Smaugu;A Smaug gyermekei;De kinderen van Smaug;As crianças de Smaug;Äåòè Ñìàóãà;Smaugin lapset;x
DRK_liberal;Frænir's Legacy;Héritage de Frænir;Frænirs Vermächtnis;Dziedzictwo Franira;El legado de Frænir;Eredità di Frænir;Franir öröksége;Franirùv odkaz;Franir öröksége;Frænir's Legacy;O Legado de Frænir;Íàñëåäèå Ôğóíèğà;Frænir's Legacy;x
DRK_reactionary;The Leviathans;Les Léviathans;Die Leviathaner;Lewiatany;Los leviatanes;I Leviatani;A Leviathans;Leviatané;A Leviathans;De Leviathans;Os Leviathans;Ëåâèàôàíû;Leviathan;x
DRK_socialist;The Heinleiners;Les Heinleiners;Die Heinleiner;The Heinleiners;Los Heinleiners;Gli Heinleiners;A Heinleiners;Heinleiners;A Heinleiners;De Heinleiners;The Heinleiners;Õàéíëàéíåğû;Heinleiners;x
ELE_anarcho_liberal;La Côte;La Côte;La Côte;La Côte;La Côte;La Côte;La Côte;La Côte;La Côte;La Côte;La Côte;Ëà Êîò;La Côte;x
ELE_communist;Legacy of Nuuk;Héritage de Nuuk;Vermächtnis von Nuuk;Dziedzictwo Nuuk;Legado de Nuuk;Figli di Nuuk;A Nuuk öröksége;Dìdictví Nuuk;A Nuuk öröksége;Erfenis van Nuuk;Legado de Nuuk;Íàñëåäèå Íóóêà;Nuukin perintö;x
ELE_conservative;The Oxen of Lucca;Boeufs de Lucques;Ochsen von Lucca;Wo³y z Lukki;Los bueyes de lucca;Buoi di Lucca;A Lucca-i Oxen;Vlèí volky;A Lucca-i Oxen;De ossen van Lucca;Os bois de Lucca;Âîëû èç Ëóêêè;Luccan oksat;x
ELE_fascist;Hannibal Faction;Faction d'Hannibal;Hannibal-Fraktion;Hannibal Faction;Facción Hannibal;Fazione di Annibale;Hannibal-frakció;Hannibal frakce;Hannibal-frakció;Hannibal Faction;Facção de Hannibal;Ôğàêöèÿ Ãàííèáàëà;Hannibal Faction;x
ELE_liberal;The Loxodonts;Les Loxodontes;Die Loxodonten;Loxodonts;Los Loxodonts;Loxodonti;A Loxodontok;The Loxodonts;A Loxodontok;De Loxodonts;Os loxodontes;Ëîêñîäîíòû;Loxodonts;x
ELE_reactionary;The Mammooths;Les Mammouths;Die Mammutzähne;Mammooths;Los mamuts;Mammuth;A Mammothok;Mammoti;A Mammothok;The Mammooths;Os mambios;Ìàìîíòû;Mammothit;x
ELE_socialist;Trunk Faction;Faction du Tronc;Stamm-Fraktion;Frakcja tu³owia;Facción del tronco;Fazione della Proboscide;Trunk frakció;Trunk frakce;Trunk frakció;Trunk Faction;Facção do Tronco;Ôğàêöèÿ ñòâîëà;Trunk Faction;x
HEG_anarcho_liberal;Sniper-Weasel Alliance;Alliance Sniper-Weasel;Sniper-Weasel Allianz;Snajper-£asica Alliance;Alianza Sniper-Weasel;Alleanza Sniper-Weasel;Sniper-Weasel Szövetség;Sniper-Weasel Alliance;Sniper-Weasel Szövetség;Sniper-Weasel Alliance;Aliança Sniper-Weasel;Àëüÿíñ Ñíàéïåğ-Ëàñêà;Sniper-Weasel Alliance;x
HEG_communist;The Wisps;Les Wisps;Die Wispe;Wispy;Los brujos;I Wisps;A Wisps;The Wisps;A Wisps;The Wisps;The Wisps;Ïó÷êè;Wisps;x
HEG_conservative;The Echidnas;Les Échidnas;Die Echidnae;Echidnas;Las equidnas;Gli Echidna;Az Echidnák;Echidnas;Az Echidnák;De Echidnas;Echidnas;Åõèäíû;Echidnas;x
HEG_fascist;The Robotniks;Les Robotniks;Die Robotnike;Robotników;Los Robotniks;I Robotniks;A robotok;Robotnikové;A robotok;De Robotniks;Os Robotniks;Ğîáîòíèêè;Robotnikit;x
HEG_liberal;Prower Miles;Prower Miles;Prower Miles;Mile Prower;Millas Prower;Prower Miles;Prower Miles;Prower Miles;Prower Miles;Prower Miles;Milhas de prestígio;Prower Miles;Prower Miles;x
HEG_reactionary;Dr. Gerald's Legacy;Héritage du Dr Gerald;Dr. Geralds Vermächtnis;Dziedzictwo Dr. Geralda;El legado del Dr. Gerald;Dr. Gerald's Legacy;Dr. Gerald Legacy;Dr. Geraldovo dìdictví;Dr. Gerald Legacy;Dr. Gerald's Legacy;Legado do Dr. Gerald;Íàñëåäèå äîêòîğà Äæåğàëüäà;Tohtori Gerald's Legacy;x
HEG_socialist;The Chaotix;Le Chaotix;Die Chaotixen;The Chaotix;El chaotix;Chaotix;A Chaotix;Chaotix;A Chaotix;De Chaotix;O Chaotix;Õàîòèêñ;Chaotix;x
create_rumelia_title;The Concession of $CAPITAL$;La Concession de $CAPITAL$;Die Konzession von $CAPITAL$;Koncesja $CAPITAL$;La Concesión de $CAPITAL$;La concessione di $CAPITAL$;A $CAPITAL$ koncesszió;Koncese $CAPITAL$;A $CAPITAL$ koncesszió;De concessie van $CAPITAL$;A concessão de $CAPITAL$;Êîíöåññèÿ $CAPITAL$;$CAPITAL$: n käyttöoikeus;x
create_rumelia_desc;Following our recent defeat in the Bulgarian lands, the Pomak people we rule started to ask for independence. It'd be wise to have them as an ally rather than a foe.;Après notre récente défaite sur les terres bulgares, le peuple pomak que nous gouvernons a commencé à demander son indépendance. Il serait sage de les avoir comme alliés plutôt que comme des ennemis.;Nach unserer jüngsten Niederlage in den bulgarischen Ländern haben die Pomak-Leute, die wir regieren, nach Unabhängigkeit gefragt. Es wäre klug, sie als Verbündeten und nicht als Feind zu haben.;Po naszej niedawnej klêsce na bu³garskich ziemiach, ludzie z plemienia Pomak zaczêli prosiæ o niepodleg³oœæ. By³oby rozs¹dnie mieæ ich jako sojusznika, a nie przeciwnika.;Después de nuestra reciente derrota en las tierras búlgaras, el pueblo pomak que gobernamos comenzó a pedir la independencia. Sería sabio tenerlos como un aliado en lugar de un enemigo.;In seguito alla nostra recente sconfitta nelle terre bulgare, il popolo dei Pomacchi che governiamo ha iniziato a chiedere l'indipendenza. Sarebbe saggio averli come alleati piuttosto che come nemici.;A bulgáriai országokban bekövetkezett legutóbbi vereségünk után a pomakok, akiket uralkodunk, elkezdtük kérni függetlenségüket. Bölcs lenne, ha inkább ellenségként lennék, mint szövetségesre.;V návaznosti na nedávnou poráku v bulharskıch zemích zaèali pomakovští lidé, kteøí vládli, poádat o nezávislost. Bylo by moudré mít je jako spojence spíše ne nepøítele.;A bulgáriai országokban bekövetkezett legutóbbi vereségünk után a pomakok, akiket uralkodunk, elkezdtük kérni függetlenségüket. Bölcs lenne, ha inkább ellenségként lennék, mint szövetségesre.;Na onze recente nederlaag in de Bulgaarse landen begonnen de Pomak-mensen die we regeerden om onafhankelijkheid te vragen. Het zou verstandig zijn om ze als een bondgenoot in plaats van een vijand te hebben.;Após a nossa recente derrota nas terras búlgaras, o povo Pomak que controlamos começou a pedir independência. Seria sábio tê-los como um aliado, em vez de um inimigo.;Ïîñëå íàøåãî íåäàâíåãî ïîğàæåíèÿ íà áîëãàğñêèõ çåìëÿõ íàğîä ïîìàêîâ, êîòîğûì ìû ïğàâèì, íà÷àë ïğîñèòü íåçàâèñèìîñòè. Áûëî áû ğàçóìíî èìåòü èõ â êà÷åñòâå ñîşçíèêà, à íå âğàãà.;Bulgarialaisten maiden viimeaikaisen tappion jälkeen pomakilaiset, jotka hallitsimme, alkoivat kysyä itsenäisyyttä. Olisi järkevää saada heidät liittolaisena pikemminkin kuin vihollisena.;x
independent_rumelia_title;The Bulgarian Prince of $CAPITAL$;Le Prince Bulgare de $CAPITAL$;Der bulgarische Prinz von $CAPITAL$;Bu³garski ksi¹¿ê $CAPITAL$;El príncipe búlgaro de $CAPITAL$;Il principe bulgaro di $CAPITAL$;A bolgár herceg a $CAPITAL$ -nál;Bulharskı princ z $CAPITAL$;A bolgár herceg a $CAPITAL$ -nál;De Bulgaarse Prins van $CAPITAL$;O príncipe búlgaro de $CAPITAL$;Áîëãàğñêèé ïğèíö $CAPITAL$;Bulgarian päämies $CAPITAL$;x
independent_rumelia_desc;The foreign yoke has been finally lifted from the prince of $COUNTRY$. Yet, as our Bulgarian neighbour has fences against us Bulgarians, we feel it paradoxical: we, as the Government of $CAPITAL$, oblige to the only King of the Bulgars.;Le joug étranger a finalement été levé du prince de $COUNTRY$. Pourtant, comme notre voisin bulgare a des barrières contre nous, Bulgares, nous le sentons paradoxal: nous, en tant que gouvernement de $CAPITAL$, nous obligeons le seul roi des Bulgares.;Das ausländische Joch wurde endlich vom Fürsten von $COUNTRY$ aufgehoben. Da unser bulgarischer Nachbar Zäune gegen uns Bulgaren hat, empfinden wir es als paradox: Wir verpflichten uns als Regierung von $CAPITAL$ zum einzigen König der Bulgaren.;Ja³owiec zagraniczny zosta³ w koñcu usuniêty z ksiêcia $COUNTRY$. Jednak, poniewa¿ nasz bu³garski s¹siad napotyka na nas Bu³garów, uwa¿amy to za paradoksalne: my, jako rz¹d $CAPITAL$, zobowi¹zujemy siê do jedynego Króla Bu³garów.;El yugo extranjero finalmente ha sido levantado del príncipe de $COUNTRY$. Sin embargo, como nuestro vecino búlgaro tiene vallas contra nosotros, los búlgaros, lo sentimos paradójico: nosotros, como Gobierno de $CAPITAL$, estamos obligados al único rey de los búlgaros.;Il giogo straniero è stato finalmente revocato dal principe di $COUNTRY$. Tuttavia, poiché il nostro vicino bulgaro ha dogane contro noi bulgari, lo riteniamo paradossale: noi, come governo di $CAPITAL$, obbligiamo all'unico re dei Bulgari.;A külföldi igát végül felemelték a $COUNTRY$ hercegtõl. Mégis, mivel a bolgár szomszédunk kerít számunkra bolgárokat, úgy érezzük, hogy ez paradoxon: mi, mint a $CAPITAL$ kormánya, kötelezik a Bulgárok egyetlen királyát.;Zahranièní jho byl koneènì zvednut od prince $COUNTRY$. Pøesto, kdy náš bulharskı soused má proti nám Bulhory ploty, cítíme to paradoxní: my, jako vláda $CAPITAL$, se zavázáme k jedinému králi Bulharù.;A külföldi igát végül felemelték a $COUNTRY$ hercegtõl. Mégis, mivel a bolgár szomszédunk kerít számunkra bolgárokat, úgy érezzük, hogy ez paradoxon: mi, mint a $CAPITAL$ kormánya, kötelezik a Bulgárok egyetlen királyát.;Het buitenlandse juk is eindelijk opgeheven van de prins van $COUNTRY$. Maar omdat onze Bulgaarse buurman ons omhelst tegen Bulgaren, vinden we het paradoxaal: wij, als de regering van $CAPITAL$, verplichten ons tot de enige koning van de Bulgaren.;O jugo estrangeiro foi finalmente levantado do príncipe de $COUNTRY$. No entanto, como o nosso vizinho búlgaro tem cercas contra nós búlgaros, nós sentimos paradoxal: nós, como o governo de $CAPITAL$, obrigamos ao único rei dos búlgaros.;Èíîçåìíîå èãî íàêîíåö ñíÿòî ñ ïğèíöà $COUNTRY$. Òåì íå ìåíåå, ïîñêîëüêó íàø áîëãàğñêèé ñîñåä èìååò îãğàæäåíèÿ ïğîòèâ íàñ, áîëãàğ, ìû ñ÷èòàåì ıòî ïàğàäîêñàëüíûì: ìû, êàê ïğàâèòåëüñòâî $CAPITAL$, îáÿçûâàåìñÿ ïåğåä åäèíñòâåííûì êîğîëåì áóëãàğ.;Ulkomainen ike on lopulta nostettu $COUNTRY$ ruhtinasta. Kuitenkin, kun Bulgarian naapurimme ajaa meitä Bulgarialaisia ??vastaan, mielestämme se on paradoksaalista: me, kuten hallitus $CAPITAL$, velvoittaa Bulgarsin ainoan kuningas.;x
noculturegroup;Unknown;Inconnu;Unbekannte;Nieznany;Desconocido;Sconosciuto;Ismeretlen;Neznámı;Ismeretlen;Onbekend;Desconhecido;Íåèçâåñòíûé;Tuntematon;x
noculture;Unknown;Inconnu;Unbekannte;Nieznany;Desconocido;Sconosciuto;Ismeretlen;Neznámı;Ismeretlen;Onbekend;Desconhecido;Íåèçâåñòíûé;Tuntematon;x
noreligion;Irreligious;Irréligieux;Irreligiös;Niereligijny;Irreligioso;Irreligioso;Vallástalan;Bezbonı;Vallástalan;Ongodsdienstig;Irreligioso;Íåâåğóşùèé;Uskonnoton;x
noIdeology;Independent;Indépendant;Unabhängig;Niezale¿ny;Independiente;Indipendente;Független;Nezávislı;Független;Onafhankelijk;Independente;Íåçàâèñèìûé;Itsenäinen;x
noIssue;Political Apathy;Apathie politique;Politische Apathie;Apatia polityczna;Apatía política;Apatia politica;Politikai apátia;Politická apatie;Politikai apátia;Politieke apathie;Apatia política;Ïîëèòè÷åñêàÿ àïàòèÿ;Poliittinen apatia;x
nogovernment;Anarchy;Anarchie;Anarchie;Anarchia;Anarquía;Anarchia;Anarchia;Anarchie;Anarchia;Anarchie;Anarquia;Àíàğõèÿ;Anarkia;x
nogovernment_leader;Leader;Chef;Führer;Lider;Líder;Capo;Vezetõ;Vùdce;Vezetõ;Leider;Líder;Ëèäåğ;Johtaja;x
nobuilding;Free Real Estate;Immobilier gratuit;Kostenlose Immobilien;Darmowe nieruchomoœci;Bienes Raíces Gratis;Immobile Gratuito;Ingyenes ingatlan;Volné nemovitosti;Ingyenes ingatlan;Gratis onroerend goed;Imóveis gratuitos;Ñâîáîäíàÿ íåäâèæèìîñòü;Ilmainen kiinteistö;x
MRT;Marathas;Marathes;Maratha;Marathas;Marathas;Maratha;Marathas;Marathas;Marathas;Marathas;Marathas;Ìàğàòà;Marathas;x
MRT_ADJ;Maratha;Marathe;Maratha-;Maratha;Maratha;Maratha;Maratha;Marathu;Maratha;maratha;Maratha;Ìàğàòåé;Maratha;x
EVTNAME452011;The End of the United Kingdom;La fin du Royaume-Uni;Das Ende des Vereinigten Königreichs;Koniec Wielkiej Brytanii;El fin del Reino Unido;La fine del Regno Unito;Az Egyesült Királyság vége;Konec Spojeného království;Az Egyesült Királyság vége;Het einde van het Verenigd Koninkrijk;O fim do Reino Unido;Êîíåö Ñîåäèíåííîãî Êîğîëåâñòâà;Yhdistyneen kuningaskunnan loppu;x
EVTDESC452011;Although the Union of 1707 joined the thrones of England and Scotland, the recent war happened to destroy this joyful union;Bien que l'Union de 1707 ait rejoint les trônes de l'Angleterre et de l'Écosse, la guerre récente a détruit cette joyeuse union;Obwohl sich die Union von 1707 den Thronen von England und Schottland angeschlossen hatte, zerstörte der jüngste Krieg diese freudige Union;Chocia¿ Zwi¹zek 1707 wst¹pi³ do tronów Anglii i Szkocji, ostatnia wojna zdarzy³a siê zniszczyæ tê radosn¹ jednoœæ;Aunque la Unión de 1707 se unió a los tronos de Inglaterra y Escocia, la guerra reciente destruyó esta unión gozosa.;Anche se l'Unione del 1707 unì i troni di Inghilterra e Scozia, la recente guerra distrusse questa gioiosa unione;Bár az 1707-es Unió csatlakozott Anglia és Skócia trónjához, a közelmúltbeli háború megtörtént, hogy elpusztítsa ezt az örömteli szövetséget;Aèkoli se Unie z roku 1707 pøipojila k trùnùm Anglie a Skotska, nedávná válka znièila toto radostné spojení;Bár az 1707-es Unió csatlakozott Anglia és Skócia trónjához, a közelmúltbeli háború megtörtént, hogy elpusztítsa ezt az örömteli szövetséget;Hoewel de Unie van 1707 zich aansloot bij de tronen van Engeland en Schotland, heeft de recente oorlog deze blije verbintenis vernietigd;Embora a União de 1707 tenha se juntado aos tronos da Inglaterra e da Escócia, a recente guerra acabou por destruir esta alegre união.;Õîòÿ Ñîşç 1707 ãîäà ïğèñîåäèíèëñÿ ê ïğåñòîëàì Àíãëèè è Øîòëàíäèè, íåäàâíÿÿ âîéíà ğàçğóøèëà ıòîò ğàäîñòíûé ñîşç.;Vaikka 1707-luku liittyi Englannin ja Skotlannin trooneihin, äskettäinen sota tapahtui tuhoamaan tämän iloisen liiton;x
EVTOPTA452011;God save $MONARCHTITLE$ of Scotland!;Dieu sauve $MONARCHTITLE$ d'Écosse!;Gott rette $MONARCHTITLE$ von Schottland!;Bo¿e, zaoszczêdŸ $MONARCHTITLE$ Szkocji!;¡Dios ahorre $MONARCHTITLE$ de Escocia!;Dio salvi $MONARCHTITLE$ di Scozia!;Isten megmentse a $MONARCHTITLE$ -t Skóciából!;Bùh zachránil $MONARCHTITLE$ Skotska!;Isten megmentse a $MONARCHTITLE$ -t Skóciából!;God red $MONARCHTITLE$ van Schotland!;Deus salve $MONARCHTITLE$ da Escócia!;Áîæå, õğàíè $MONARCHTITLE$ â Øîòëàíäèè!;Jumala pelastaa $MONARCHTITLE$ of Scotland!;x
EVTOPTA452012;God save $MONARCHTITLE$ of England!;Dieu sauve $MONARCHTITLE$ d'Angleterre!;Gott rette $MONARCHTITLE$ von England!;Bo¿e, zaoszczêdŸ $MONARCHTITLE$ z Anglii!;¡Dios ahorre $MONARCHTITLE$ de Inglaterra!;Dio salvi $MONARCHTITLE$ d'Inghilterra!;Isten mentse $MONARCHTITLE$ -t Angliából!;Bùh zachránil $MONARCHTITLE$ Anglie!;Isten mentse $MONARCHTITLE$ -t Angliából!;God red $MONARCHTITLE$ van Engeland!;Deus salve $MONARCHTITLE$ da Inglaterra!;Áîæå, õğàíè $MONARCHTITLE$ Àíãëèè!;Jumala pelastaa $MONARCHTITLE$ Englannista!;x
EVTNAME251066;The $COUNTRY_ADJ$ Republic of Oranje;La République $COUNTY_ADJ$ d'Oranje;Die $COUNTRY_ADJ$e Republik Oranje;$COUNTRY_ADJ$ Republic of Oranje;La $COUNTRY_ADJ$ República de Oranje;La Repubblica dell'Oranje $COUNTRY_ADJ$;A $COUNTRY_ADJ$ Oranje Köztársaság;$COUNTRY_ADJ$ Republika Oranje;A $COUNTRY_ADJ$ Oranje Köztársaság;De $COUNTRY_ADJ$ Republiek Oranje;A $COUNTRY_ADJ$ Republic of Oranje;$COUNTRY_ADJ$ Ğåñïóáëèêà Îğàíüå;$COUNTRY_ADJ$ Oranjen tasavalta;x
EVTNAME251067;The $COUNTRY_ADJ$ Republic of Transvaal;La République $COUNTRY_ADJ$ du Transvaal;Die $COUNTRY_ADJ$e Republik Transvaal;$COUNTRY_ADJ$ Republic of Transvaal;La $COUNTRY_ADJ$ Republic of Transvaal;La Repubblica del Transvaal $COUNTRY_ADJ$;A $COUNTRY_ADJ$ Republic of Transvaal;$COUNTRY_ADJ$ Republika Transvaal;A $COUNTRY_ADJ$ Republic of Transvaal;De $COUNTRY_ADJ$ Republiek Transvaal;A $COUNTRY_ADJ$ Republic of Transvaal;$COUNTRY_ADJ$ Ğåñïóáëèêà Òğàíñâààëü;$COUNTRY_ADJ$ Republic of Transvaal;x
EVTNAME251068;The $COUNTRY_ADJ$ Republic of Natalia;La République $COUNTRY_ADJ$ de Natalia;Die $COUNTRY_ADJ$e Republik Natalia;$COUNTRY_ADJ$ Republic of Natalia;La $COUNTRY_ADJ$ Republic of Natalia;La Repubblica della Natalia $COUNTRY_ADJ$;A $COUNTRY_ADJ$ Natalia Köztársaság;$COUNTRY_ADJ$ Republic of Natalia;A $COUNTRY_ADJ$ Natalia Köztársaság;De $COUNTRY_ADJ$ republiek Natalia;O $COUNTRY_ADJ$ Republic de Natalia;$COUNTRY_ADJ$ Ğåñïóáëèêà Íàòàëüÿ;Natalian tasavalta $COUNTRY_ADJ$;x
ENG_13;Columbia;Columbie;Columbia;Columbia;Columbia;Columbia;Kolumbia;Columbia;Kolumbia;Columbia;Columbia;Êîëóìáèÿ;Columbia;x
arab_2214_title;The $COUNTRY_ADJ$ city of Saint Dominick;La ville $COUNTY_ADJ$ de Saint-Domingue;Die $COUNTRY_ADJ$e Stadt von Sankt Dominick;$COUNTRY_ADJ$ miasto Saint Dominick;La ciudad $COUNTRY_ADJ$ de Saint Dominick;La città $COUNTRY_ADJ$ di San Domenico;A $COUNTRY_ADJ$ város Saint Dominick;$COUNTRY_ADJ$ mìsto svatého Dominika;A $COUNTRY_ADJ$ város Saint Dominick;De $COUNTRY_ADJ$ stad van Saint Dominick;A cidade $COUNTRY_ADJ$ de Saint Dominick;$COUNTRY_ADJ$ ãîğîä Ñâÿòîãî Äîìèíèêà;$COUNTRY_ADJ$ Saint-Dominickin kaupunki;x
chinese_2214_title;The $COUNTRY_ADJ$ city of Saint Dominick;La ville $COUNTY_ADJ$ de Saint-Domingue;Die $COUNTRY_ADJ$e Stadt von Sankt Dominick;$COUNTRY_ADJ$ miasto Saint Dominick;La ciudad $COUNTRY_ADJ$ de Saint Dominick;La città $COUNTRY_ADJ$ di San Domenico;A $COUNTRY_ADJ$ város Saint Dominick;$COUNTRY_ADJ$ mìsto svatého Dominika;A $COUNTRY_ADJ$ város Saint Dominick;De $COUNTRY_ADJ$ stad van Saint Dominick;A cidade $COUNTRY_ADJ$ de Saint Dominick;$COUNTRY_ADJ$ ãîğîä Ñâÿòîãî Äîìèíèêà;$COUNTRY_ADJ$ Saint-Dominickin kaupunki;x
dutch_2214_title;The $COUNTRY_ADJ$ city of Saint Dominick;La ville $COUNTY_ADJ$ de Saint-Domingue;Die $COUNTRY_ADJ$e Stadt von Sankt Dominick;$COUNTRY_ADJ$ miasto Saint Dominick;La ciudad $COUNTRY_ADJ$ de Saint Dominick;La città $COUNTRY_ADJ$ di San Domenico;A $COUNTRY_ADJ$ város Saint Dominick;$COUNTRY_ADJ$ mìsto svatého Dominika;A $COUNTRY_ADJ$ város Saint Dominick;De $COUNTRY_ADJ$ stad van Saint Dominick;A cidade $COUNTRY_ADJ$ de Saint Dominick;$COUNTRY_ADJ$ ãîğîä Ñâÿòîãî Äîìèíèêà;$COUNTRY_ADJ$ Saint-Dominickin kaupunki;x
