KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
DKU_ADJ;Don-Kuban;Don-Koubannais;Don-Kuban-;Don-Kuban;Don-Kuban;del Don-Kuban;Don-Kuban;Don-Kuban;Don-Kuban;Don-Kuban;Don-Kuban;Äîí-Êóáàíü;Don-Kuban;x
DLH;Delhi;Délhi;Delhi;Delhi;Delhi;Delhi;Delhi;Delhi;Delhi;Delhi;Délhi;Äåëè;Delhi;x
DLH_ADJ;Delhian;Délhien;Delhi-;Delhian;Delhian;Delhiana;Delhian;Delhian;Delhian;Delhian;Delhian;Äåëõèàí;Delhian;x
DLM;Dalmatia;Dalmatie;Dalmatien;Dalmacja;Dalmacia;Dalmazia;Dalmácia;Dalmácie;Dalmácia;Dalmatië;Dalmácia;Äàëìàöèÿ;Dalmatia;x
DLM_ADJ;Dalmatian;Dalmatien;Dalmatinen-;dalmatyñski;dálmata;Dalmata;dalmáciai;Dalmatian;dalmáciai;Dalmatiër;Dálmata;äàëìàòèíåö;dalmatiankoira;x
DMN;Dominica;Dominique;Dominica;Dominika;Dominica;Dominica;Dominika;Dominikou;Dominika;Dominica;Dominica;Äîìèíèêà;dominica;x
DMN_ADJ;Dominican;Dominicain;Dominicanisch;dominikañski;dominicano;Dominicano;dominikánus;Dominikán;dominikánus;dominicaans;Dominicano;äîìèíèêàíñê.;Dominikaaninen;x
DMS;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Desmond;Äåñìîíä;Desmond;x
DMS_ADJ;Desmondian;du Desmond;Desmond-;Desmondian;Desmondian;del Desmond;Desmondian;Desmondian;Desmondian;Desmondian;Desmondian;Äåñìîíäèàí;Desmondian;x
DNB;Danubian Federation;Fédération Danubienne;Danubische Föderation;Federacja Naddunajska;Federación del Danubio;Federazione Danubiana;Duna Szövetség;Podunajská federace;Duna Szövetség;Donau Federatie;Federação Danubiana;Äóíàéñêàÿ ôåäåğàöèÿ;Tonavan liitto;x
DNB_ADJ;Danubian;Danubien;Danubisch;dunajski;Danubio;Danubiana;dunai;Danubian;dunai;Danubian;Danubiano;Äóíàéñê.;Tonavan;x
DND;Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Äåíäè;Dendi;x
DND_ADJ;Dendi;Dendi;Dendi-;Dendi;Dendi;di Dendi;Dendi;Dendi;Dendi;Dendi;Dendi;Äåíäè;Dendi;x
DON;Cossackia;Cosaquie;Kosakenreich;Kozaków;Cossackia;Cosacchia;Cossackia;Cossackie;Cossackia;Cossackia;Cossaco;Êàçàêèÿ;Cossackia;x
DON_ADJ;Cossack;Cosaque;Kosakisch;Kozak;cosaco;Cosacco;kozák;kozák;kozák;Kozak;Cossaco;êàçàê;kasakka;x
DRA;Dravidistan;Dravidistan;Dravidistan;Dravidistan;Dravidistan;Dravidistan;Dravidistan;Dravidistán;Dravidistan;Dravidistan;Dravidistan;Äğàâèñèòàí;Dravidistan;x
DRA_ADJ;Dravidian;Dravidien;Dravidisch;Dravidian;Dravidian;Dravidica;dravida;Dravidian;dravida;Dravidian;Dravidiano;äğàâèäñê.;Dravidian;x
DRU;Druze;Druzes;Drusenstaat;Druze;Druso;Drusi;drúz;Druze;drúz;Druzen;Drusa;Äğóçû;druusit;x
DRU_ADJ;Druzean;Druze;Drus;Druzean;Druzean;Drusa;Druzean;Druzean;Druzean;Druzean;Druzo;Äğóçû;Druzean;x
DTE;Date;Date;Date;Data;Fecha;Date;találka;Datum;találka;Datum;Encontro;Äàòà;Treffi;x
DTE_ADJ;Date;du Date;Date-;Data;Fecha;di Date;találka;Datum;találka;Datum;Encontro;Äàòà;Treffi;x
DTT;Dithmarschen;Dithmarse;Dithmarschen;Dithmarschen;Dithmarschen;Dithmarschen;Dithmarschen;Dithmarschen;Dithmarschen;Dithmarschen;Dithmarschen;Äèòìàğøåí;Dithmarschen;x
DTT_ADJ;Dithmarscher;Dithmarsien;Dithmarscher;Dithmarscher;Dithmarscher;di Dithmarschen;Dithmarscher;Dithmarscher;Dithmarscher;Dithmarscher;Dithmarscher;Äèòõìàğñ÷åğ;Dithmarscher;x
DUL;Dulkadir;Dulkadir;Dulkadir;Dulkadir;Dulkadir;Dulkadir;Dulkadir;Dulkadir;Dulkadir;Dulkadir;Dulkadir;Äóëêàäèğ;Dulkadir;x
DUL_ADJ;Dulkadirid;Dulkadiride;Dulkadirid;Dulkadirid;Dulkadirid;Dulkadiride;Dulkadirid;Dulkadirid;Dulkadirid;Dulkadirid;Dulkadirid;Äóëêàäèğèä;Dulkadirid;x
DUR;the Durranis;Les Dourranis;Durrani-Reich;Durranis;los Durranis;I Durrani;a Durranis;Durranis;a Durranis;de Durranis;os Durranis;Äóğğàíèñ;Durranis;x
DUR_ADJ;Durrani;Dourrani;Durrani-;Durrani;Durrani;dei Durrani;Durrani;Durrani;Durrani;Durrani;Durrani;Äóğğàíñê.;Durrani;x
EFR;East Frisia;Frise Orientale;Ostfriesland;Fryzja Wschodnia;Frisia oriental;Frisia orientale;Ostfriesland;Vıchodní Frísko;Ostfriesland;Oost-Friesland;Frísia Oriental;Âîñòî÷íàÿ Ôğèçèÿ;Ostfriesland;x
EFR_ADJ;East Frisian;Frison Oriental;Ostfriesisch;East Frisian;Frisón del este;Frisone-orientale;Kelet-fríz;Vıchodní Frisian;Kelet-fríz;Oost-Friese;Frísio do leste;Âîñòî÷íî-Ôğèçñê.;East Friisi;x
ENL;England;Angleterre;England;Anglia;Inglaterra;Inghilterra;Anglia;Anglie;Anglia;Engeland;Inglaterra;Àíãëèÿ;Englanti;x
ENL_ADJ;English;Anglais;Englisch;Angielski;Inglés;Inglese;angol;anglictina;angol;Engels;Inglês;Àíãëèéñê.;englanti;x
ENR;Britannia;Britannie;Britannien;Britannia;Britania;Britannia;Britannia;Britannia;Britannia;Britannia;Britannia;Áğèòàíèÿ;Britannia;x
ENR_ADJ;Britannian;Britannique;Britannisch;Britannian;Britanno;Britanna;Britannian;Britannian;Britannian;Britannian;Britannian;Áğèòàíèñê.;Britannian;x
ENT;Entre Ríos;Entre-Rios;Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;İíòğå Ğèîñ;Entre Ríos;x
ENT_ADJ;Entre Ríos;d'Entre-Rios;Entre Ríos-;Entre Ríos;Entre Ríos;di Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;Entre Ríos;İíğåğèîñê.;Entre Ríos;x
EPI;Epirus;Épire;Epirus;Epir;Epiro;Epiro;Epirusz;Epirus;Epirusz;Epirus;Epiro;İïèğ;Epirus;x
EPI_ADJ;Epirote;Épirote;Epirotisch;Epirote;Epirote;Epirota;Epirote;Epirote;Epirote;Epirote;Epirote;Åïèğîòå;Epirote;x
EQG;Equatorial Guinea;Guinée Équatoriale;Äquatorialguinea;Gwinea Równikowa;Guinea Ecuatorial;Guinea Equatoriale;Egyenlítõi-Guinea;Rovníková Guinea;Egyenlítõi-Guinea;Equatoriaal-Guinea;Guiné Equatorial;İêâàòîğèàëüíàÿ Ãâèíåÿ;Päiväntasaajan Guinea;x
EQG_ADJ;Guinean;Guinéen;Guineanisch;Gwinean;Guineano;Guineana;guineai;Guinean;guineai;Guinese;Guineense;Ãâèíåéñê.;guinealainen;x
ERI;Erythrea;Érythrée;Erythrea;Erytrea;Eritrea;Eritrea;Eritrea;Eritrea;Eritrea;Eritrea;Eritréia;İğèòğåÿ;Eritrea;x
ERI_ADJ;Erythrean;Érythréen;Erythreisch;Erytrejski;Eritrea;Eritrea;eritreai;Eritrean;eritreai;Eritrese;Eritreia;İğèòğåéñê.;Eritrean;x
ETR;Etruria;Étrurie;Etrurien;Etruria;Etruria;Etruria;Etruria;Etruria;Etruria;Etrurië;Etruria;İòğóğèÿ;Etruria;x
ETR_ADJ;Etrurian;Étrurien;Etrurisch;Etruski;Etruria;Etrusca;etruszk;mystyckıch etruskıch;etruszk;Etrurisch;Etrusco;İòğóññê.;Etrurian;x
EZO;Ezo;Ezo;Ezo;Ezo;Ezo;Ezo;Ezo;Ezo;Ezo;Ezo;Ezo;Åçî;Ezo;x
EZO_ADJ;Hokkaidan;Hokkaïdoën;Hokkaido-;Hokkaidan;Hokkaidan;di Hokkaido;Hokkaidan;Hokkaidan;Hokkaidan;Hokkaidan;Hokkaidan;Õîêêàéäñê.;Hokkaidan;x
FER;Ferrara;Ferrare;Ferrara;Ferrara;Ferrara;Ferrara;Ferrara;Ferrara;Ferrara;Ferrara;Ferrara;Ôåğğàğà;Ferrara;x
FER_ADJ;Ferraran;Ferrarais;Ferrara-;Ferraran;Ferraran;Ferrarese;Ferraran;Ferraran;Ferraran;Ferraran;Ferraran;Ôåğğàğàí;Ferraran;x
FEZ;Fez;Fès;Fès;Fez;Fez;Fez;Fez;egyptská cepice;Fez;Fez;Fez;Ôåñêà;fetsi;x
FEZ_ADJ;Fez;Fassi;Fès-;Fez;Fez;di Fez;Fez;egyptská cepice;Fez;Fez;Fez;Ôåñêà;fetsi;x
FIJ;Fiji;Fidji;Fidschi;Fid¿i;Fiyi;Figi;Fiji;Fidi;Fiji;Fiji;Fiji;Ôèäæè;Fidi;x
FIJ_ADJ;Fijian;Fidjien;Fidschi-;Fid¿i;Fijiano;Figiana;fidzsi;Fijian;fidzsi;fijian;Fijiano;Ôèäæè;Fidzi;x
FIU;Fiume;Fiume;Sankt Veit am Flaum;Fiume;Fiume;Fiume;Fiume;Fiume;Fiume;fiume;Fiume;Ôèóìå;fiume;x
FIU_ADJ;Fiumean;Fiumien;Flaum-;Fiumean;Fiumean;Fiumana;Fiumean;Fiumean;Fiumean;Fiumean;Fiume;Ôèóìñê.;Fiumean;x
FJN;Fujian;Fujian;Fukien;Fujian;Fujian;Fujian;Fujian;Fujian;Fujian;Fujian;Fujian;Ôóöçÿíü;Fujian;x
FJN_ADJ;Fujianese;du Fujian;Fukien-;Fujianese;Fujianese;del Fujian;Fujianese;Fujianese;Fujianese;Fujianese;Fujianese;Ôóöçÿíñê.;Fujianese;x
FLO;Florence;Florence;Florenz;Florencja;Florencia;Firenze;Firenze;Florence;Firenze;Florence;Florença;Ôëîğåíöèÿ;Firenze;x
FLO_ADJ;Florentine;Florentin;Florentinisch;florencki;florentino;Fiorentina;firenzei;florentské;firenzei;Florentijns;florentino;Ôëîğåíòèéñê.;firenzeläinen;x
FOI;Foix;Foix;Foix;Foix;Foix;Foix;Foix;Foix;Foix;Foix;Foix;Ôóà;Foix;x
FOI_ADJ;Foix;Fuxéen;Foix-;Foix;Foix;di Foix;Foix;Foix;Foix;Foix;Foix;Ôóà;Foix;x
FOX;Fox;Renards;Fox;Lis;zorro;Fox;Róka;Liška;Róka;Vos;Raposa;Ëèñà;Kettu;x
FOX_ADJ;Fox;Renard;Fox-;Lis;zorro;dei Fox;Róka;Liška;Róka;Vos;Raposa;Ëèñà;Kettu;x
FRI;Friesland;Frise;Friesland;Fryzja;Frisia;Frisia;Friesland;Friesland;Friesland;Friesland;Frísia;Ôğèñëàíäèÿ;Friesland;x
FRI_ADJ;Frisian;Frison;Friesisch;fryzyjski;frisio;Frisone;fríz;Fríština;fríz;Frisian;Frisian;Ôğèçñê.;friisi;x
FRK;Frankia;France Vieux;Franken;Frankia;Frankia;Franchia;Frankia;Frankie;Frankia;Frankia;Frankia;Ôğàíêñèÿ;Frankkia;x
FRK_ADJ;Frankish;Franc;Fränkisch;Frankish;Frankish;Franca;frank;Frankish;frank;Frankische;Francos;Ôğàíêñê.;frankkien;x
FRO;Faroe;Féroé;Färöer;Faroe;Faroe;Faroe;Feröer;Faerské ostrovy;Feröer;Faröer;Faroe;Ôàğåğñêèõ;Färsaaret;x
FRO_ADJ;Faroese;Féroïen;Färöisch;Farerski;Feroés;Faroese;feröeri;Faerské ostrovy;feröeri;Faeröer;Feroês;Ôàğåğñê.;Färsaarten;x
FRR;Gallia;Gaule;Gallien;Gallia;Gallia;Gallia;Gallia;Gallia;Gallia;Gallia;Gália;Ãàëëèÿ;Gallia;x
FRR_ADJ;Gallian;Gaulois;Gallisch;Gallian;Galliano;Gallica;galliai;Gallian;galliai;Gallian;Galiano;Ãàëëèñê.;Gallian;x
FSA;the Free States of America;Les États Libres d'Amérique;Die Freie Staaten von Amerika;Wolne Stany Ameryki;Los Estados Libres de América;Stati Liberi d'America;A szabad amerikai államok;Svobodné státy Ameriky;A szabad amerikai államok;De vrije staten van Amerika;Os Estados Livres da América;Ñâîáîäíûå Øòàòû Àìåğèêè;Amerikan vapaat valtiot;x
FSA_ADJ;American;Américain;Amerikanisch;amerykañski;americano;Americana;Amerikai;americkı;Amerikai;Amerikaans;americano;àìåğèêàíñê.;amerikkalainen;x
FUJ;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Ôóéèâàğà;Fujiwara;x
FUJ_ADJ;Fujiwara;de Fujiwara;Fujiwara-;Fujiwara;Fujiwara;di Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Ôóéèâàğà;Fujiwara;x
GAB;Gabon;Gabon;Gabun;Gabon;Gabón;Gabon;Gabon;Gabon;Gabon;Gabon;Gabão;Ãàáîí;Gabon;x
GAB_ADJ;Gabonese;Gabonais;Gabunisch;Gabon;Gabonés;Gabonese;gaboni;Gabon;gaboni;Gabonese;Gabonesa;Ãàáîíñê.;Gabonin;x
GAK;Gakwar;Gaqouar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Ãàêâàğ;Gakwar;x
GAK_ADJ;Gakwar;Gaqouarien;Gakwar-;Gakwar;Gakwar;del Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Ãàêâàğ;Gakwar;x
GAZ;Gaza;Gaza;Gaza;Gaza;Gaza;Gaza;Gáza;Gaza;Gáza;Gaza;Gaza;Ãàçà;gaza;x
GAZ_ADJ;Gazan;Gazaoui;Gaza-;Gazan;Gazan;di Gaza;Gazan;Gazan;Gazan;Gazan;Gazan;Ãàçñê.;Gazan;x
GBI;Guinea-Bissau;Guinée-Bissau;Guinea-Bissau;Gwinea Bissau;Guinea-Bissau;Guinea-Bissau;Bissau-Guinea;Guinea-Bissau;Bissau-Guinea;Guinee-Bissau;Guiné-Bissau;Ãâèíåÿ-Áèñàó;Guinea-Bissau;x
GBI_ADJ;Guinean;Guinéen;Guineanisch;Gwinean;Guineano;Guineana;guineai;Guinean;guineai;Guinese;Guineense;Ãâèíåéñê.;guinealainen;x
GBU;Kaabu;Kaabou;Kaabu;Kaabu;Gabú;Kaabu;Kaabu;Kaabu;Kaabu;Kaabu;Gabu;Êààáó;Kaabu;x
GBU_ADJ;Kaabu;de Kaabou;Kaabu-;Kaabu;Kaabu;di Kaabu;Kaabu;Kaabu;Kaabu;Kaabu;Kaabu;Êààáó;Kaabu;x
GDL;Guadeloupe;La Guadeloupe;Guadeloupe;Gwadelupa;Guadalupe;Guadalupa;Guadeloupe;Guadeloupe;Guadeloupe;Guadeloupe;Guadalupe;Ãâàäåëóïà;Guadeloupe;x
GDL_ADJ;Guadeloupan;Guadeloupéen;Guadeloupe-;Gwadelupa;Guadeloupan;Guadalupese;Guadeloupan;Guadeloupe;Guadeloupan;Guadeloupan;Guadalupe;Ãâàäåëóïñê.;Guadeloupan;x
GDW;Gondwana;Gondouana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Ãîíäâàíà;Gondwana;x
GDW_ADJ;Gondwanan;Gondouanais;Gondwanisch;Gondwany;Gondwanan;del Gondwana;Gondwanan;Gondwanan;Gondwanan;Gondwanan;Gondwanan;Ãîíäâàíû;Gondwanan;x
GEL;Geledi;Gélédi;Geledi;Geledi;Geledi;Geledi;Geledi;Geledi;Geledi;Geledi;Geledi;Ãåëåäè;Geledi;x
GEL_ADJ;Geledi;de Gélédi;Geledi-;Geledi;Geledi;di Geledi;Geledi;Geledi;Geledi;Geledi;Geledi;Ãåëåäè;Geledi;x
GEN;Genoa;Gênes;Genua;Genua;Génova;Genova;Genova;Janov;Genova;Genua;Génova;Ãåíóÿ;Genova;x
GEN_ADJ;Genoese;Génois;Genuesisch;Genueñczyk;Genovés;Genovese;genovai;janovské;genovai;Genuees;Genovês;Ãåíóıçñê.;Genoese;x
GHN;Ghana;Ghana;Ghana;Ghana;Ghana;Ghana;Ghána;Ghana;Ghána;Ghana;Gana;Ãàíà;Ghana;x
GHN_ADJ;Ghanan;Ghanien;Ghanaisch;Ghanan;Ghanan;Ghanese;Ghanan;Ghanan;Ghanan;Ghanan;Ghanan;Ãõàíàí;Ghanan;x
GLC;Galicia;Galice;Galicien;Galicja;Galicia;Galizia;Galicia;Galicia;Galicia;Galicia;Galiza;Ãàëèñèÿ;Galicia;x
GLC_ADJ;Galician;Galicien;Galizisch;Galicyjski;gallego;Galiziana;galíciai;galicijskı;galíciai;Galicisch;Galego;Ãàëèöê.;galician;x
GLM;Galicia-Lodomeria;Galicie-Lodomirie;Galizien-Lodomerien;Galicja-Lodomeria;Galicia-Lodomeria;Galizia-Lodomeria;Galicia-Lodomeria;Galicia-Lodomeria;Galicia-Lodomeria;Galicia-Lodomeria;Galiza-Lodomeria;Ãàëèöêî-Ëîäîìåğèÿ;Galician Lodomeria;x
GLM_ADJ;Galician;Galicien;Galizisch;Galicyjski;gallego;Galiziana;galíciai;Galicijština;galíciai;Galicisch;Galego;Ãàëèöê.;galician;x
GLR;Gelre;Gueldre;Geldern;Gelre;Gelre;Gheldria;Gelre;Gelre;Gelre;Gelre;Gelre;Ãåëğå;Gelre;x
GLR_ADJ;Gelrian;Gueldrois;Geldern-;Gelrian;Gelrian;Gheldriana;Gelrian;Gelrian;Gelrian;Gelrian;Gelrian;Ãåëğèàí;Gelrian;x
GMB;Gambia;Gambie;Gambia;Gambia;Gambia;Gambia;Gambia;Gambie;Gambia;Gambia;Gâmbia;Ãàìáèÿ;Gambia;x
GMB_ADJ;Gambian;Gambien;Gambisch;Gambian;Gambiano;Gambiana;Gambian;gambijskı;Gambian;Gambiaanse;Gambiano;Ãàìáèéñê.;Gambian;x
GMJ;Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Ãîìèíüöçşíü;Guominjun;x
GMJ_ADJ;Guominjun;de Guominjun;Guominjun-;Guominjun;Guominjun;di Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Guominjun;Ãîìèíüöçşíü;Guominjun;x
GNE;Guinea;Guinée;Guinea;Gwinea;Guinea;Guinea;Guinea;Guinea;Guinea;Guinea;Guiné;Ãâèíåÿ;Guinea;x
GNE_ADJ;Guinean;Guinéen;Guineanisch;Gwinean;Guineano;Guineana;guineai;Guinean;guineai;Guinese;Guineense;Ãâèíåéñê.;guinealainen;x
GNG;Guangdong;Guangdong;Guangdong;Guangdong;Guangdong;Guangdong;Guangdong;Guangdong;Guangdong;Guangdong;Guangdong;Ãóàíäóí;Guangdong;x
GNG_ADJ;Cantonese;Cantonais;Kantonesisch;Kantoñski;Cantonés;Cantonese;kantoni;Kantonskı;kantoni;Cantonese;Cantonês;êàíòîíñê.;kantonilainen;x
GOC;Golcanda;Golconde;Golkonda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Ãîëöàíäà;Golcanda;x
GOC_ADJ;Golcandan;Golcondais;Golkonda-;Golcandan;Golcán;di Golcanda;Golcandan;Golcandan;Golcandan;Golcandan;Golcandan;Ãîëöàíäàí;Golcandan;x
GOL;The Golden Horde;La Horde d'Or;Die Goldene Horde;Golden Horde;La Horda de Oro;Orda d'Oro;Az Arany Horda;Golden Horde;Az Arany Horda;de Gouden Horde;A Horda de Ouro;Çîëîòàÿ Îğäà;Golden Horde;x
GOL_ADJ;Golden Horde;de la Horde d'Or;Golden' Horde-;Z³ota Orda;Horda de oro;dell'Orda d'Oro;arany Horda;Golden Horde;arany Horda;gouden Horde;Horde dourada;Çîëîòàÿ Îğäà;Golden Horde;x
GOL_democracy;The Golden Republic;La République d'Or;Die Goldene Republik;Republika Zloty;La república Dorada;Repubblica d'Oro;Arany Köztársaság;Zlatı republika;Arany Köztársaság;de Gouden Republiek;A república dourada;Çîëîòàÿ Ğåñïóáëèêà;Golden tasavalta;x
GOL_democracy_ADJ;Golden Republic;de la République d'Or;Golden' Republik-;Zloty Republika;República Dorada;della Repubblica d'Oro;arany Köztársaság;Golden Republic;arany Köztársaság;Golden Republic;Golden Republic;Çîëîòàÿ Ğåñïóáëèêà;Golden tasavalta;x
GON;Gonder;Gondar;Gonder;Gonder;Gonder;Gonder;Gonder;Gonder;Gonder;Gonder;Gênero;Ãîíäåğ;Gonder;x
GON_ADJ;Gonder;Gondarais;Gonder-;Gonder;Gonder;di Gonder;Gonder;Gonder;Gonder;Gonder;Gênero;Ãîíäåğ;Gonder;x
GOT;Gotland;Gotland;Gotland;Gotlandia;Gotland;Gotland;Gotland;Gotland;Gotland;Gotland;Gotland;Ãîòëàíä;Gotland;x
GOT_ADJ;Gutnish;Gotlandais;Gotländer;Gotlandzki;Gutnish;Gutnica;Gutnish;Gutnish;Gutnish;Gutnish;Gutnish;Ãóòíèéñêîå Íàğå÷èå;Gutniska;x
GRA;Granada;Grenade;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Ãğàíàäà;Granada;x
GRA_ADJ;Granadan;Grenadin;Granada-;Granadan;Granadino;Granadina;Granadan;granadského;Granadan;voor Granada;Granadan;Ãğàíàäàí;Granadan;x
GRD;Grenada;Grenade;Grenada;Grenada;Granada;Grenada;Grenada;Grenada;Grenada;Grenada;Granada;Ãğåíàäà;Grenada;x
GRD_ADJ;Grenadan;Grenadin;Grenadisch;Grenadan;Grenadan;Grenadese;Grenadan;Grenadan;Grenadan;Grenadan;Grenadan;Ãğåíàäñê.;Grenadan;x
GRH;The Great Horde;La Grande Horde;Die Große Horde;Wielki Horde;La gran horda;Grande Orda;Nagy Horda;Velikı Horde;Nagy Horda;de Grote Horde;A Grande Horda;Âåëèêàÿ Îğäà;Suuren Horde;x
GRH_ADJ;Great Horde;de la Grande Horde;Groß' Horde-;Wielka Orda;Gran horda;della Grande Orda;nagy Horda;skvelé Horde;nagy Horda;grote Horde;Grande Horda;Âåëèêàÿ Îğäà;suuri Horde;x
GRH_democracy;The Great Republic;La Grande République;Der Großen Republik;Republika Wielki;La gran república;Grande Repubblica;Nagy Köztársaság;Velikı republika;Nagy Köztársaság;de Grote Republiek;A grande república;Âåëèêàÿ Ğåñïóáëèêà;Suuren tasavalta;x
GRH_democracy_ADJ;Great Republic;de la Grande République;Groß' Republik-;Wielka Rzeczpospolita;Gran república;della Grande Repubblica;nagy Köztársaság;skvelé Republic;nagy Köztársaság;grote Republiek;Grande república;Âåëèêàÿ Ğåñïóáëèêà;suuri tasavalta;x
GRJ;Garjat;Gardjat;Gardjat;Garjat;Garjat;Garjat;Garjat;Garjat;Garjat;Garjat;Garjat;Ãàğÿò;Garjat;x
GRJ_ADJ;Garjat;du Gardjat;Gardjat-;Garjat;Garjat;di Garjat;Garjat;Garjat;Garjat;Garjat;Garjat;Ãàğÿò;Garjat;x
GRN;Greenland;Groenland;Grönland;Grenlandia;Groenlandia;Groenlandia;Grönland;Grónsko;Grönland;Groenland;Gronelândia;Ãğåíëàíäèÿ;Grönlanti;x
GRN_ADJ;Greenlander;Groenlandais;Grönländer;Grenlandczyk;Groenlandés;Groenlandese;Greenlander;Greenlander;Greenlander;Groenlander;Gronelandês;ãğåíëàíäåö;Greenlander;x
GUJ;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Ãóäæàğàò;Gujaratin;x
GUJ_ADJ;Gujarati;Gujarati;Gujarati;gujarati;Gujarati;del Gujarat;gudzsaráti;gujarati;gudzsaráti;Gujarati;Gujarati;Ãóäæàğàòè;gujarati;x
GUY;Guyana;Guyane;Guyana;Gujana;Guayana;Guiana;Guyana;Guyana;Guyana;Guyana;Guiana;Ãàéàíà;Guyana;x
GUY_ADJ;Guyanese;Guyanais;Guyanisch;Gujanese;Guyaneses;Guianese;guyanai;Guyanese;guyanai;Guyanese;Guianês;ãàéàíñê.;Guyanese;x
GYN;Gascony;Gascogne;Gascogne;Gaskonio;Gascuña;Guascogna;Gascogne;Gascony;Gascogne;Gascogne;Gasconha;Ãàñêîíü;Gascony;x
GYN_ADJ;Gascon;Gascon;Gaskognisch;Gaskon;Gascón;Guascone;gascon;Gascon;gascon;Gasconjer;Gascon;ãàñêîíåö;Gascon;x
HAL;Ha’il;Haïl;Ha’il;Ha’il;Ha’il;Ha’il;Ha’il;Ha’il;Ha’il;Ha’il;Ha’il;Õàèëü;Ha’il;x
HAL_ADJ;Shammar;Chammarais;Schammar-;Szammar;Shammar;di Shammar;Shammar;Shammar;Shammar;Shammar;Shammar;øàììàğ;Shammar;x
HAR;Harar;Harar;Harar;Harar;Harar;Harar;Harar;Harar;Harar;Harar;Harar;Õàğàğ;Harar;x
HAR_ADJ;Harari;de Harar;Harar-;Harari;Harari;di Harar;Harari;Harari;Harari;Harari;Harari;Õàğàğè;Harari;x
HAT;Hainaut;Hainaut;Hennegau;Hainaut;Hainaut;Annonia;Hainaut;Hainaut;Hainaut;Hainaut;Hainaut;İíî;Hainaut;x
HAT_ADJ;Hainautian;Hennuyer;Hennegauer;Hainautian;Hainautian;Annoniese;Hainautian;Hainautian;Hainautian;Hainautian;Hainaut;Õàèíàóòèàí;Hainautian;x
HAU;Hausa;Haoussa;Hausa;hausa;Hausa;Hausa;Hausa;Hausa;Hausa;Hausa;Hausa;Õàóñà;hausa;x
HAU_ADJ;Hausan;Haoussa;Hausa-;Hausan;Hausan;degli Hausa;Hausan;Hausan;Hausan;Hausan;Hausan;Õàóñàí;Hausan;x
HDU;Hindustan;Hindustan;Hindustan;Hindustan;Indostán;Hindustan;Hindusztán;Hindustan;Hindusztán;Hindoestan;Hindustão;Èíäîñòàí;Hindustan;x
HDU_ADJ;Indian;Indien;Indisch;indyjski;indio;Indiana;indián;indickı;indián;Indiaas;indiano;èíäèéñê.;intialainen;x
HDU_democracy;Pakistan;Pakistan;Pakistan;Pakistan;Pakistán;Pakistan;Pakisztán;Pákistán;Pakisztán;Pakistan;Paquistão;Ïàêèñòàí;Pakistan;x
HDU_democracy_ADJ;Pakistani;Pakistanais;Pakistanisch;Pakistañczycy;pakistaní;Pachistana;pakisztáni;Pákistánec;pakisztáni;Pakistaans;paquistanês;ïàêèñòàíñê.;pakistanilainen;x
HDY;Hadiya;Hadiya;Hadiyya;Hadiya;Hadiya;Hadiya;Hadiya;Hadiya;Hadiya;Hadiya;Hadiya;Õàäèÿ;Hadiya;x
HDY_ADJ;Hadiyan;de Hadiya;Hadiyya-;Hadiyan;Hadiyan;di Hadiya;Hadiyan;Hadiyan;Hadiyan;Hadiyan;Hadiyan;Õàäèÿí;Hadiyan;x
HJO;Hojo;Hojo;Hojo;Hojo;Hojo;Hojo;Hojo;Hojo;Hojo;Hojo;Hojo;Õ.;Hojo;x
HJO_ADJ;Hojo;de Hojo;Hojo-;Hojo;Hojo;di Hojo;Hojo;Hojo;Hojo;Hojo;Hojo;Õ.;Hojo;x
