KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
chinese_139_title;Xin Ming;Xin Ming;Xin Ming;Xin Ming;Xin Ming;Xin Ming;Xin Ming;Xin Ming;Xin Ming;Xin Ming;Xin Ming;Æèòåëè Íîâîãî Îğëåàíà;Xin Ming;x
chinese_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
dutch_139_title;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Nieuw Antwerp;Íîóâåëëå Îğëéàíñ;Nieuw Antwerp;x
dutch_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
english_139_title;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;New Orleans;Íåóìşíè÷;New Orleans;x
english_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
french_139_title;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Nouvelle Orléans;Íåî-Ñïàğòà;Nouvelle Orléans;x
french_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
german_139_title;Neumünich;Neumünich;Neumünich;Neumünich;Neumünich;Neumünich;Neumünich;Neumünich;Neumünich;Neumünich;Neumünich;Íàÿ Ìàéñóğ;Neumünich;x
german_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
greek_139_title;Neo-Sparti;Neo-Sparti;Neo-Sparti;Neo-Sparti;Neo-Sparti;Neo-Sparti;Neo-Sparti;Neo-Sparti;Neo-Sparti;Neo-Sparti;Neo-Sparti;Íóîâà Êğîòîíå;Neo-Sparti;x
greek_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
indian_139_title;Naya Maisoor;Naya Maisoor;Naya Maisoor;Naya Maisoor;Naya Maisoor;Naya Maisoor;Naya Maisoor;Naya Maisoor;Naya Maisoor;Naya Maisoor;Naya Maisoor;Íñ Ñòîêãîëüì;Naya Maisoor;x
indian_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
italian_139_title;Nuova Crotone;Nuova Crotone;Nuova Crotone;Nuova Crotone;Nuova Crotone;Nuova Crotone;Nuova Crotone;Nuova Crotone;Nuova Crotone;Nuova Crotone;Nuova Crotone;Íîâûé Ãäàíüñê;Nuova Crotone;x
italian_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
nordic_139_title;Nı Stockholm;Nı Stockholm;Nı Stockholm;Nı Stockholm;Nı Stockholm;Nı Stockholm;Nı Stockholm;Nı Stockholm;Nı Stockholm;Nı Stockholm;Nı Stockholm;Íóåâà Àëãàğâå;Nı Stockholm;x
nordic_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò ×èòèìà÷à. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
slavic_139_title;Novy Gdansk;Novy Gdansk;Novy Gdansk;Novy Gdañsk;Novy Gdansk;Novy Gdansk;Novy Gdansk;Novy Gdansk;Novy Gdansk;Novy Gdansk;Novy Gdansk;Ôàêëåíäñêèå îñòğîâà;Novy Gdansk;x
slavic_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò Ôàêëåíäñêèå îñòğîâà. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
spanish_139_title;Nueva Algarve;Nueva Algarve;Nueva Algarve;Nueva Algarve;Nueva Algarve;Nueva Algarve;Nueva Algarve;Nueva Algarve;Nueva Algarve;Nueva Algarve;Nueva Algarve;Îëåñ Ìàëîóèíåñ;Nueva Algarve;x
spanish_139_desc;We are in charge of the city the natives call Chitimacha. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Tchitimatcha. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Tschitimatscha nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Chitimacha. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Chitimacha. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Citimaccia. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Chitimacha. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Chitimacha. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Chitimacha. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Chitimacha. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò Ôàêëåíäñêèå îñòğîâà. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Chitimachaan. On tullut aika, että kaupunki nimetään uudelleen.;x
english_2131_title;Falkland Islands;Falkland Islands;Falkland Islands;Falkland Islands;Falkland Islands;Falkland Islands;Falkland Islands;Falkland Islands;Falkland Islands;Falkland Islands;Falkland Islands;Èñëàñ Ìàëâèíàñ;Falkland Islands;x
english_2131_desc;We are in charge of the city the natives call Falkland Islands. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Îles Falkland. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Falklandinseln nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Falkland Islands. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Falkland Islands. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Isole Falkland. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Falkland Islands. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Falkland Islands. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Falkland Islands. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Falkland Islands. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Falkland Islands. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, æèòåëè êîòîğîãî íàçûâàşò Ôàêëåíäñêèå îñòğîâà. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Falkland Islandsan. On tullut aika, että kaupunki nimetään uudelleen.;x
french_2131_title;Îles Malouines;Îles Malouines;Îles Malouines;Îles Malouines;Îles Malouines;Îles Malouines;Îles Malouines;Îles Malouines;Îles Malouines;Îles Malouines;Îles Malouines;Àë-Âàøè;Îles Malouines;x
french_2131_desc;We are in charge of the city the natives call Falkland Islands. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Îles Falkland. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Falklandinseln nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Falkland Islands. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Falkland Islands. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Isole Falkland. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Falkland Islands. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Falkland Islands. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Falkland Islands. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Falkland Islands. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Falkland Islands. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, àáîğèãåíû íàçûâàşò Öîíîû. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Falkland Islandsan. On tullut aika, että kaupunki nimetään uudelleen.;x
spanish_2131_title;Islas Malvinas;Islas Malvinas;Islas Malvinas;Islas Malvinas;Islas Malvinas;Islas Malvinas;Islas Malvinas;Islas Malvinas;Islas Malvinas;Islas Malvinas;Islas Malvinas;Âà Øà;Islas Malvinas;x
spanish_2131_desc;We are in charge of the city the natives call Falkland Islands. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Îles Falkland. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Falklandinseln nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Falkland Islands. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Falkland Islands. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Isole Falkland. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Falkland Islands. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Falkland Islands. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Falkland Islands. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Falkland Islands. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Falkland Islands. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, àáîğèãåíû íàçûâàşò Öîíîû. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Falkland Islandsan. On tullut aika, että kaupunki nimetään uudelleen.;x
arab_220_title;Al-Vashi;Al-Vashi;Al-Vashi;Al-Vashi;Al-Vashi;Al-Vashi;Al-Vashi;Al-Vashi;Al-Vashi;Al-Vashi;Al-Vashi;Âàñååñ;Al-Vashi;x
arab_220_desc;We are in charge of the city the natives call Conoy. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Conoy. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Conoy nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Conoy. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Conoy. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Conoy. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Conoy. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Conoy. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Conoy. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Conoy. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Conoy. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, àáîğèãåíû íàçûâàşò Öîíîû. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Conoyan. On tullut aika, että kaupunki nimetään uudelleen.;x
chinese_220_title;Wa Sha;Wa Sha;Wa Sha;Wa Sha;Wa Sha;Wa Sha;Wa Sha;Wa Sha;Wa Sha;Wa Sha;Wa Sha;Âàøèíãòîí;Wa Sha;x
chinese_220_desc;We are in charge of the city the natives call Conoy. It has come time that the city gets renamed.;Nous sommes en charge de la ville que les indigènes appellent Conoy. C'est l'heure que la ville soit renommée;Wir sind verantwortlich für die Stadt, die die Eingeborenen Conoy nennen. Es ist Zeit, dass die Stadt umbenannt wird.;Jesteœmy odpowiedzialni za miasto, które tubylcy nazywaj¹ Conoy. Nadszed³ czas, aby miasto zosta³o przemianowane.;Estamos a cargo de la ciudad que los nativos llaman Conoy. Ha llegado el momento de que la ciudad se renombre.;Siamo i possessori della città che i nativi chiamano Conoy. È giunto il momento che la città venga rinominata.;Vezessük meg a várost a bennszülöttek hívják Conoy. Eljött az ideje, hogy a város átnevezzen.;Máme na starosti mìsto, které domorodci nazıvají Conoy. Pøichází èas, aby bylo mìsto pøejmenováno.;Vezessük meg a várost a bennszülöttek hívják Conoy. Eljött az ideje, hogy a város átnevezzen.;Wij zijn verantwoordelijk voor de stad, de inboorlingen roepen Conoy. Het is tijd dat de stad hernoemd wordt.;Nós somos responsáveis pela cidade que os nativos chamam de Conoy. Chegou o momento em que a cidade é renomeada.;Ìû îòâå÷àåì çà ãîğîä, àáîğèãåíû íàçûâàşò Öîíîû. Ïğèøëî âğåìÿ, êîãäà ãîğîä ïåğåèìåíîâàí.;Me olemme vastuussa kaupungin alkuperäiskansojen kutsumisesta Conoyan. On tullut aika, että kaupunki nimetään uudelleen.;x
