KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
zzz_religion_norse_pagan;§HReligion§!: Norse Pagan;§HReligion§!: Païens Nordiques;§HReligion§!: Nordisch Heidnisch;§HReligia§!: Pogañstwo Nordyjskie;§HReligión§!: Pagana Nórdica;;;;;;§HReligião§!: Pagão Nórdico;§HĞåëèãèÿ§!: Ñêàíäèíàâñêèå ßçû÷åñêèå;;x
zzz_religion_norse_pagan_reformed;§HReligion§!: Odinism;§HReligion§!: Odinisme;§HReligion§!: Odinisch;§HReligia§!: Odyñstwo;§HReligión§!: Odinista;;;;;;§HReligião§!: Odinista;§HĞåëèãèÿ§!: Îäèíñêèå;;x
zzz_religion_orthodox;§HReligion§!: Orthodox;§HReligion§!: Orthodoxes;§HReligion§!: Orthodox;§HReligia§!: Prawos³awie;§HReligión§!: Ortodoxa;;;;;;§HReligião§!: Ortodoxo;§HĞåëèãèÿ§!: Ïğàâîñëàâíûå;;x
zzz_religion_orthodox_heresy;§HReligion§!: Orthodox Heresy;§HReligion§!: Hérétique Orthodoxe;§HReligion§!: Orthodox Ketzerisch;§HReligia§!: Prawos³awne Kacerstwo;§HReligión§!: Herética Ortodoxa;;;;;;§HReligião§!: Heresia Ortodoxa;§HĞåëèãèÿ§!: Ïğàâîñëàâíûå Åğåòèêè;;x
zzz_religion_pagan_religion_reformed;§HReligion§!: Reformed Pagan;§HReligion§!: Païens Réformés;§HReligion§!: Reformiert Heidnisch;§HReligia§!: Pogañstwo Reformijskie;§HReligión§!: Pagana Reformada;;;;;;§HReligião§!: Reformed Pagan;§HĞåëèãèÿ§!: Ïğåîáğàçîâàííûå ßçû÷åñêèå;;x
zzz_religion_paulician;§HReligion§!: Paulician;§HReligion§!: Pauliciens;§HReligion§!: Paulikianisch;§HReligia§!: Paulicjanie;§HReligión§!: Paulista;;;;;;§HReligião§!: Paulician;§HĞåëèãèÿ§!: Ïàâëèêèàíå;;x
zzz_religion_pre_schism;§HReligion§!: Chalcedonian;§HReligion§!: Calcédoniens;§HReligion§!: Chalcedonisch;§HReligia§!: Chalcedoñstwo;§HReligión§!: Calcedonia;;;;;;§HReligião§!: Calcedônico;§HĞåëèãèÿ§!: Õàëêèäîíñêèå;;x
zzz_religion_protestant;§HReligion§!: Protestant;§HReligion§!: Protestants;§HReligion§!: Protestantisch;§HReligia§!: Protestantyzm;§HReligión§!: Protestante;;;;;;§HReligião§!: Protestante;§HĞåëèãèÿ§!: Ïğîòåñòàíòû;;x
zzz_religion_protestant_heresy;§HReligion§!: Protestant Heresy;§HReligion§!: Hérétiques Protestantes;§HReligion§!: Evangelisch Ketzerisch;§HReligia§!: Protestanckie Kacerstwo;§HReligión§!: Herética Protestante;;;;;;§HReligião§!: Heresia Protestante;§HĞåëèãèÿ§!: Ïğîòåñòàíòû Åğåòèêè;;x
zzz_religion_ritualistic;§HReligion§!: Ritualistic;§HReligion§!: Ritualistic;§HReligion§!: Ritualistisch;§HReligia§!: Ritualistic;§HReligión§!: Ritualistic;;;;;;§HReligião§!: Ritualistic;§HĞåëèãèÿ§!: Ğèòóàëèñòè÷åñêèé;;x
zzz_religion_samaritan;§HReligion§!: Samaritan;§HReligion§!: Samaritains;§HReligion§!: Samariter;§HReligia§!: Samarytanizm;§HReligión§!: Samaritana;;;;;;§HReligião§!: Samaritano;§HĞåëèãèÿ§!: Ñàìàğèòÿíñêèå;;x
zzz_religion_scythian_pagan;§HReligion§!: Scythian;§HReligion§!: Scythes;§HReligion§!: Skythisch;§HReligia§!: Scytyjstwo;§HReligión§!: Escita;;;;;;§HReligião§!: Cita;§HĞåëèãèÿ§!: Ñêèôñêèå;;x
zzz_religion_shamanism;§HReligion§!: Fetishist;§HReligion§!: Fétichistes;§HReligion§!: Fetischist;§HReligia§!: Fetyszyzm;§HReligión§!: Fetichista;;;;;;§HReligião§!: Fetichista;§HĞåëèãèÿ§!: Ôåòèøèñòñêèå;;x
zzz_religion_shiite;§HReligion§!: Shiite;§HReligion§!: Chiites;§HReligion§!: Schiitisch;§HReligia§!: Szyizm;§HReligión§!: Chiíta;;;;;;§HReligião§!: Xiita;§HĞåëèãèÿ§!: Øèéòñêèå;;x
zzz_religion_shiite_heresy;§HReligion§!: Shiite Heresy;§HReligion§!: Hérétiques Chiites;§HReligion§!: Schiitisch Ketzerisch;§HReligia§!: Szyicke Kacerstwo;§HReligión§!: Herética Chiita;;;;;;§HReligião§!: Heresia Xiita;§HĞåëèãèÿ§!: Øèéòñêèå Åğåòèêè;;x
zzz_religion_shinto;§HReligion§!: Shinto;§HReligion§!: Shintoïstes;§HReligion§!: Shinto;§HReligia§!: Szyntoizm;§HReligión§!: Sintoísta;;;;;;§HReligião§!: Xintoísta;§HĞåëèãèÿ§!: Ñèíòîèñòñêèå;;x
zzz_religion_siberian_pagan_reformed;§HReligion§!: Turumism;§HReligion§!: Turumistes;§HReligion§!: Turumisch;§HReligia§!: Turumiszm;§HReligión§!: Turumí;;;;;;§HReligião§!: Turumism;§HĞåëèãèÿ§!: Òóğóìñêèå;;x
zzz_religion_sikh;§HReligion§!: Sikh;§HReligion§!: Sikhs;§HReligion§!: Sikh;§HReligia§!: Sikhizm;§HReligión§!: Sij;;;;;;§HReligião§!: Siquismo;§HĞåëèãèÿ§!: Ñèêõè;;x
zzz_religion_slavic_pagan_reformed;§HReligion§!: Slavic;§HReligion§!: Slaves;§HReligion§!: Slawisch;§HReligia§!: S³owiañstwo;§HReligión§!: Eslava;;;;;;§HReligião§!: Eslavo;§HĞåëèãèÿ§!: Ñëàâÿíñêèå;;x
zzz_religion_sunni;§HReligion§!: Sunni;§HReligion§!: Sunnites;§HReligion§!: Sunnitisch;§HReligia§!: Sunnizm;§HReligión§!: Sunní;;;;;;§HReligião§!: Sunita;§HĞåëèãèÿ§!: Ñóííèòû;;x
zzz_religion_sunni_heresy;§HReligion§!: Sunni Heresy;§HReligion§!: Hérétiques Sunnites;§HReligion§!: Sunnitisch Ketzerisch;§HReligia§!: Sunnicke Kacerstwo;§HReligión§!: Herética Sunita;;;;;;§HReligião§!: Heresia Sunita;§HĞåëèãèÿ§!: Ñóííèòû Åğåòèêè;;x
zzz_religion_tengri_pagan;§HReligion§!: Tengri Pagan;§HReligion§!: Païens Tengristes;§HReligion§!: Tengri-Heidnisch;§HReligia§!: Tengrijskie Pogañstwo;§HReligión§!: Pagana Tengrista;;;;;;§HReligião§!: Tengri Pagan;§HĞåëèãèÿ§!: Òåíãğèàíñêèå ßçû÷åñêèå;;x
zzz_religion_tengri_pagan_reformed;§HReligion§!: Tengri;§HReligion§!: Tengristes;§HReligion§!: Tengris Kultisch;§HReligia§!: Tengrijstwo;§HReligión§!: Tengriana;;;;;;§HReligião§!: Tengri;§HĞåëèãèÿ§!: Òåíãğèàíñêèå;;x
zzz_religion_theravada;§HReligion§!: Theravada;§HReligion§!: Theravada;§HReligion§!: Theravada;§HReligia§!: Therawada;§HReligión§!: Budista Theravada;;;;;;§HReligião§!: Budista Teravada;§HĞåëèãèÿ§!: Òõåğàâàäà;;x
zzz_religion_tibet_bon;§HReligion§!: Bön;§HReligion§!: Bön;§HReligion§!: Bön;§HReligia§!: Bön;§HReligión§!: Bön;;;;;;§HReligião§!: Bön;§HĞåëèãèÿ§!: Áîí;;x
zzz_religion_totemism;§HReligion§!: Totemism;§HReligion§!: Totémistes;§HReligion§!: Totemistisch;§HReligia§!: Totemizm;§HReligión§!: Totemista;;;;;;§HReligião§!: Totemismo;§HĞåëèãèÿ§!: Òîòåìèñòè÷åñêèå;;x
zzz_religion_waldensian;§HReligion§!: Waldensian;§HReligion§!: Vaudois;§HReligion§!: Waldensisch;§HReligia§!: Waldensi;§HReligión§!: Valdense;;;;;;§HReligião§!: Valdense;§HĞåëèãèÿ§!: Âàëüäåíñû;;x
zzz_religion_west_african_pagan_reformed;§HReligion§!: West African;§HReligion§!: Africains Occidentaux;§HReligion§!: Westafrikanisch;§HReligia§!: Zachodnioafrykañstwo;§HReligión§!: Africana Occidental;;;;;;§HReligião§!: Africano Ocidental;§HĞåëèãèÿ§!: Çàïàäíîàôğèêàíñêèå;;x
zzz_religion_yazidi;§HReligion§!: Yazidi;§HReligion§!: Yézidis;§HReligion§!: Jesidisch;§HReligia§!: Jezydyzm;§HReligión§!: Yazidí;;;;;;§HReligião§!: Yazidi;§HĞåëèãèÿ§!: Åçèäû;;x
zzz_religion_zamolxism;§HReligion§!: Zamolxism;§HReligion§!: Zamolxistes;§HReligion§!: Zamolxisch;§HReligia§!: Zamolxizm;§HReligión§!: Zamolxista;;;;;;§HReligião§!: Zamolxismo;§HĞåëèãèÿ§!: Çàëìîêñèñêèå;;x
zzz_religion_zikri;§HReligion§!: Zikri;§HReligion§!: Zikris;§HReligion§!: Zikrit;§HReligia§!: Zikryci;§HReligión§!: Zikrí;;;;;;§HReligião§!: Zikri;§HĞåëèãèÿ§!: Çèêğè;;x
zzz_religion_zoroastrian;§HReligion§!: Zoroastrian;§HReligion§!: Zoroastriens;§HReligion§!: Zoroastrisch;§HReligia§!: Zaratusztrianizm;§HReligión§!: Zoroastriana;;;;;;§HReligião§!: Zoroastrista;§HĞåëèãèÿ§!: Çîğîàñòğèéñêèå;;x
zzz_religion_zoroastrian_heresy;§HReligion§!: Zoroastrian Heresy;§HReligion§!: Hérétiques Zoroastriens;§HReligion§!: Zoroastrisch Ketzerisch;§HReligia§!: Zaratusztriañskie Kacerstwo;§HReligión§!: Herética Zoroastriana;;;;;;§HReligião§!: Heresia Zoroastriana;§HĞåëèãèÿ§!: Çîğîàñòğèéñêèå Åğåòèêè;;x
zzz_religion_zun_pagan_reformed;§HReligion§!: Zun;§HReligion§!: Zunistes;§HReligion§!: Zunisch;§HReligia§!: Zunizm;§HReligión§!: Zuní;;;;;;§HReligião§!: Zun;§HĞåëèãèÿ§!: Çóí;;x
#NORELIGION EVENT FIXES;;;;;;;;;;;;;;x
EVTNAMERELIGI;State your religion;Indiquez votre religion;Geben Sie Ihre Religion an;Podaj swoj¹ religiê;Declara tu religión;Dichiara la tua religione;Mondja el vallását;Uveïte své náboenství;Mondja el vallását;Geef je religie aan;;Óêàæèòå ñâîş ğåëèãèş;Ilmoita uskonto;x
EVTDESCRELIGI;The developers of Victoria II, while adding religion to countries, forgot to add a way to check what religion a country is. Now, you can do it, thanks to this event, by looking among the Accepted Cultures.;Les développeurs de Victoria II, tout en ajoutant la religion aux pays, ont oublié d'ajouter un moyen de vérifier quelle religion est un pays. Maintenant, vous pouvez le faire, grâce à cet événement, en regardant parmi les cultures acceptées.;Die Entwickler von Victoria II haben beim Hinzufügen von Religion zu Ländern vergessen, eine Möglichkeit hinzuzufügen, um zu überprüfen, welche Religion ein Land ist. Dank dieses Ereignisses können Sie dies jetzt tun, indem Sie sich die akzeptierten Kulturen ansehen.;Twórcy Victorii II, dodaj¹c religiê do krajów, zapomnieli dodaæ sposób sprawdzenia, jak¹ religi¹ jest dany kraj. Teraz mo¿esz to zrobiæ, dziêki temu wydarzeniu, przegl¹daj¹c Akceptowane Kultury.;Los desarrolladores de Victoria II, mientras agregaban religión a los países, olvidaron agregar una forma de verificar qué religión es un país. Ahora, puedes hacerlo, gracias a este evento, mirando entre las Culturas Aceptadas.;Gli sviluppatori di Victoria II, pur aggiungendo la religione ai paesi, hanno dimenticato di aggiungere un modo per verificare quale religione è un paese. Ora, puoi farlo, grazie a questo evento, guardando tra le culture accettate.;A Victoria II fejlesztõi, miközben vallást adtak az országokhoz, elfelejtettek hozzá egy módszert annak ellenõrzésére, hogy mi az a vallás egy országban. Az eseménynek köszönhetõen megteheti az elfogadott kultúrák körében.;Vıvojáøi Victoria II, zatímco pøidávání náboenství do zemí, zapomnìli pøidat zpùsob, jak zkontrolovat, jaké náboenství je zemì. Nyní to mùete udìlat díky této události tím, e se podíváte mezi Pøijaté kultury.;A Victoria II fejlesztõi, miközben vallást adtak az országokhoz, elfelejtettek hozzá egy módszert annak ellenõrzésére, hogy mi az a vallás egy országban. Az eseménynek köszönhetõen megteheti az elfogadott kultúrák körében.;De ontwikkelaars van Victoria II vergaten, terwijl ze religie aan landen toevoegden, een manier toe te voegen om te controleren welke religie een land is. Nu kunt u het dankzij dit evenement doen door tussen de geaccepteerde culturen te kijken.;;Ğàçğàáîò÷èêè Victoria II, äîáàâëÿÿ ğåëèãèş â ñòğàíû, çàáûëè äîáàâèòü ñïîñîá ïğîâåğèòü, êàêàÿ ğåëèãèÿ â ñòğàíå. Òåïåğü, áëàãîäàğÿ ıòîìó ñîáûòèş, âû ìîæåòå ñäåëàòü ıòî, ïîñìîòğåâ ñğåäè ïğèíÿòûõ êóëüòóğ.;Vaikka Victoria II: n kehittäjät lisäsivät uskontoa maihin, unohtivat lisätä tavan tarkistaa, mikä uskonto maa on. Nyt voit tehdä sen tämän tapahtuman ansiosta etsimällä hyväksyttyjä kulttuureja.;x
EVTOPTARELIGI;Ok.;D'accord.;Ok.;Ok.;Okay.;Ok.;Rendben.;Ok.;Rendben.;Ok.;Ok.;Õîğîøî.;Ok.;x
EVTNAMERELNEW;The $COUNTRY_ADJ$ Temple;Le temple $COUNTRY_ADJ$;Der $COUNTRY_ADJ$e Tempel;Œwi¹tynia $COUNTRY_ADJ$;El Templo $COUNTRY_ADJ$;Il tempio $COUNTRY_ADJ$;A $COUNTRY_ADJ$ templom;Chrám $COUNTRY_ADJ$;A $COUNTRY_ADJ$ templom;De $COUNTRY_ADJ$ Tempel;O Templo $COUNTRY_ADJ$;$COUNTRY_ADJ$ Õğàì;$COUNTRY_ADJ$-temppeli;x
EVTDESCRELNEW;My $MONARCHTITLE$, the clergy keeps pressing for your word on the religion of the country, regardless of secularism.;Mon $MONARCHTITLE$, le clergé ne cesse de faire valoir votre parole sur la religion du pays, quelle que soit la laïcité.;Mein $MONARCHTITLE$, der Klerus drängt immer wieder auf Ihr Wort zur Religion des Landes, unabhängig vom Säkularismus.;Mój $MONARCHTITLE$, duchowieñstwo naciska na wasze s³owa na temat religii kraju, niezale¿nie od sekularyzmu.;Mi $MONARCHTITLE$, el clero sigue presionando por su palabra sobre la religión del país, independientemente del secularismo.;Mio $MONARCHTITLE$, il clero continua a insistere per la tua parola sulla religione del Paese, indipendentemente dal secolarismo.;Saját $MONARCHTITLE$, a papság továbbra is szorgalmazza az ország vallásával kapcsolatos szavait, függetlenül a szekularizmustól.;Mùj $MONARCHTITLE$, duchovní stále tlaèí na vaše slovo o náboenství zemì, bez ohledu na sekularismus.;Saját $MONARCHTITLE$, a papság továbbra is szorgalmazza az ország vallásával kapcsolatos szavait, függetlenül a szekularizmustól.;Mijn $MONARCHTITLE$, de geestelijkheid blijft aandringen op uw woord over de religie van het land, ongeacht het secularisme.;Meu $MONARCHTITLE$, o clero continua pressionando por sua palavra sobre a religião do país, independentemente do secularismo.;Ìîé $MONARCHTITLE$, äóõîâåíñòâî ïğîäîëæàåò íàñòàèâàòü íà âàøåì ñëîâå î ğåëèãèè ñòğàíû, íåçàâèñèìî îò ñåêóëÿğèçìà.;Minun $MONARCHTITLE$, papit jatkavat painostusta sanasi suhteen maan uskontoon, maallisuudesta riippumatta.;x
EVTOPTARELNEW;What do the people in $CAPITAL$ pray to?;Que prient les gens de $CAPITAL$?;Wofür beten die Leute in $CAPITAL$?;O co modl¹ siê ludzie z $CAPITAL$?;¿A qué rezan las personas en $CAPITAL$?;Cosa pregano le persone in $CAPITAL$?;Mit imádkoznak a $CAPITAL$ emberek?;Co se lidé v $CAPITAL$ modlí?;Mit imádkoznak a $CAPITAL$ emberek?;Waar bidden de mensen in $CAPITAL$ voor?;O que as pessoas em $CAPITAL$ oram?;Î ÷åì ìîëÿòñÿ ëşäè â $CAPITAL$?;Mihin $CAPITAL$ ihmiset rukoilevat?;x
