albanian_rename_epirus_title;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Province d'Épire;$COUNTRY_ADJ$ Provinz von Epirus;$COUNTRY_ADJ$ Prowincja Epiru;$COUNTRY_ADJ$ Provincia de Epiro;$COUNTRY_ADJ$ Provincia dell'Epiro;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincii Epirus;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincie Epirus;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Ïğîâèíöèÿ İïèğ;$COUNTRY_ADJ$ Epiruksen maakunta;x
northern_transylvania_rename_hun_desc;$COUNTRY$ finally conquered the Province of Észak-Erdély, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province d'Észak-Erdély, pourtant les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Észak-Erdély, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Észak-Erdély, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Észak-Erdély, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Észak-Erdély, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította Észak-Erdély tartományát, de a helyi nevek teljesen idegenek vagyunk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Észak-Erdély, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította Észak-Erdély tartományát, de a helyi nevek teljesen idegenek vagyunk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Észak-Erdély, maar de lokale namen zijn voor ons volkomen vreemd. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Észak-Erdély, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş İøàê-İğäåëè, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ vihdoin voitti Pohjois-Erdélyin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
northern_transylvania_rename_rom_title;$COUNTRY_ADJ$ Province of Transilvania de Nord;$COUNTRY_ADJ$ Province de Transylvanie de Nord;$COUNTRY_ADJ$ Provinz von Transilvania de Nord;$COUNTRY_ADJ$ Prowincja Transilvania de Nord;$COUNTRY_ADJ$ Provincia de Transilvania de Nord;$COUNTRY_ADJ$ Provincia di Transilvania de Nord;$COUNTRY_ADJ$ Provincia de Transilvania de Nord;$COUNTRY_ADJ$ provincie Transilvania de Nord;$COUNTRY_ADJ$ Provincia de Transilvania de Nord;$COUNTRY_ADJ$ Provincie Transilvania de Nord;$COUNTRY_ADJ$ Província da Transilvânia de Nord;$COUNTRY_ADJ$ Ïğîâèíöèÿ Òğàíñèëüâàíèÿ äå Íîğä;$COUNTRY_ADJ$ Transilvania de Nordin maakunta;x
northern_transylvania_rename_rom_desc;$COUNTRY$ finally conquered the Province of Transilvania de Nord, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Transilvania de Nord, pourtant les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz von Transilvania de Nord erobert, aber die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Transilvania de Nord, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Transilvania de Nord, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Transilvania de Nord, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Transilvania de Nord tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Transilvania de Nord, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Transilvania de Nord tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Transilvania de Nord, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Transilvania de Nord, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$, íàêîíåö, çàâîåâàëà ïğîâèíöèş Òğàíñèëüâàíèÿ-äå-Íîğä, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ voitti Transilvania de Nordin provinssin, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
polish_renamed_galicia_title;$COUNTRY_ADJ$ Province of Galicja;$COUNTRY_ADJ$ Province de Galicja;$COUNTRY_ADJ$ Provinz von Galicja;$COUNTRY_ADJ$ Prowincja Galicja;$COUNTRY_ADJ$ Provincia de Galicja;$COUNTRY_ADJ$ Provincia di Galizia;$COUNTRY_ADJ$ Galicja tartomány;$COUNTRY_ADJ$ provincie Galicja;$COUNTRY_ADJ$ Galicja tartomány;$COUNTRY_ADJ$ Provincie Galicja;$COUNTRY_ADJ$ Província da Galicja;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ãàëè÷à;$COUNTRY_ADJ$ Galicjan maakunta;x
polish_renamed_galicia_desc;$COUNTRY$ finally conquered the Province of Galicja, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Galicja, pourtant les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Galicja erobert, aber die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o Prowincja Galicja, jednak lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Galicja, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Galizia, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Galicja tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Galicja, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Galicja tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Galicja, maar de lokale namen zijn voor ons volkomen vreemd. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Galicja, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ãàëè÷à, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Galicjan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
posen_rename_german_title;$COUNTRY_ADJ$ Province of Posen;$COUNTRY_ADJ$ Province de Posen;$COUNTRY_ADJ$ Provinz Posen;$COUNTRY_ADJ$ Prowincja Posen;$COUNTRY_ADJ$ Provincia de Posen;$COUNTRY_ADJ$ Provincia di Posen;$COUNTRY_ADJ$ Posen tartomány;$COUNTRY_ADJ$ provincie Posen;$COUNTRY_ADJ$ Posen tartomány;$COUNTRY_ADJ$ Province of Posen;$COUNTRY_ADJ$ Province of Posen;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ïîçíàíü;$COUNTRY_ADJ$ Posenin maakunta;x
posen_rename_german_desc;$COUNTRY$ finally conquered the Province of Posen, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Posen, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Posen erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Posen, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Posen, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Posen, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Posen tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Posen, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Posen tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Posen, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Posen, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ïîçíàíü, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Posenin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
posen_rename_polish_title;$COUNTRY_ADJ$ Province of Poznan;$COUNTRY_ADJ$ Province de Poznan;$COUNTRY_ADJ$ Provinz Posen;$COUNTRY_ADJ$ Prowincja Poznañ;$COUNTRY_ADJ$ Provincia de Poznan;$COUNTRY_ADJ$ Provincia di Poznan;$COUNTRY_ADJ$ Poznan tartomány;$COUNTRY_ADJ$ provincie Poznaò;$COUNTRY_ADJ$ Poznan tartomány;$COUNTRY_ADJ$ provincie Poznan;$COUNTRY_ADJ$ Província de Poznan;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ïîçíàíü;$COUNTRY_ADJ$ Poznanin maakunta;x
posen_rename_polish_desc;$COUNTRY$ finally conquered the Province of Poznan, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Poznan, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Posen erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê poznañsk¹, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Poznan, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Poznan, eppure i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Poznan tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Poznaò, ale místní názvy jsou pro nás zcela cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Poznan tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Poznan veroverd, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Poznan, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ïîçíàíü, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Poznanin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
russian_renamed_galicia_title;$COUNTRY_ADJ$ Province of Halychyna;$COUNTRY_ADJ$ Province d'Halychyna;$COUNTRY_ADJ$ Provinz von Galizien;$COUNTRY_ADJ$ Prowincja Galicyjska;$COUNTRY_ADJ$ Provincia de Halychyna;$COUNTRY_ADJ$ Provincia di Halychyna;$COUNTRY_ADJ$ Halychyna tartomány;$COUNTRY_ADJ$ Provincie Halychyna;$COUNTRY_ADJ$ Halychyna tartomány;$COUNTRY_ADJ$ Provincie van Halychyna;$COUNTRY_ADJ$ Província de Halychyna;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ãàëè÷èíà;$COUNTRY_ADJ$ Halychynan maakunta;x
russian_renamed_galicia_desc;$COUNTRY$ finally conquered the Province of Halychyna, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Halychyna, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Galizien erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o Prowincja Galicyjska, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Halychyna, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Halychyna, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Halychyna tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Halychyna, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Halychyna tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Halychyna, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Halychyna, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ãàëè÷èíà, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Halychynan maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
serbian_rename_albania_title;$COUNTRY_ADJ$ Province of Albanija;$COUNTRY_ADJ$ Province d'Albanija;$COUNTRY_ADJ$ Provinz von Albanien;$COUNTRY_ADJ$ Prowincja Albanija;$COUNTRY_ADJ$ Provincia de Albanija;$COUNTRY_ADJ$ Provincia di Albanija;$COUNTRY_ADJ$ Albánia tartomány;$COUNTRY_ADJ$ Provincie Albanija;$COUNTRY_ADJ$ Albánia tartomány;$COUNTRY_ADJ$ provincie Albanië;$COUNTRY_ADJ$ Província da Albânia;$COUNTRY_ADJ$ Ïğîâèíöèÿ Àëáàíèÿ;$COUNTRY_ADJ$ Albinian maakunta;x
serbian_rename_albania_desc;$COUNTRY$ finally conquered the Province of Albanija, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province d'Albanija, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Albanija, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Albanija, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Albanija, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Albanija, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította Albánia tartományát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Albanija, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította Albánia tartományát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Albanija veroverd, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Albanija, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Àëáàíèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ vihdoin voitti Albanian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
serbian_rename_cro_title;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ Province de Hrvatska;$COUNTRY_ADJ$ Provinz Hrvatska;$COUNTRY_ADJ$ Prowincja Hrvatska;$COUNTRY_ADJ$ Provincia de Hrvatska;$COUNTRY_ADJ$ Provincia di Hrvatska;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ provincie Hrvatska;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ Provincie Hrvatska;$COUNTRY_ADJ$ Província de Hrvatska;$COUNTRY_ADJ$ Ïğîâèíöèÿ Õâàòñêàÿ;$COUNTRY_ADJ$ Province of Hrvatska;x
serbian_rename_cro_cores_title;$COUNTRY$ finally conquered the Province of Hrvatska, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Hrvatska, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Hrvatska erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Hrvatska, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Hrvatska, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Hrvatska, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a provinciát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Hrvatska, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a provinciát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Hrvatska, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Hrvatska, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Õâàòñêàÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Kroatian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
serbian_rename_cro_cores_desc;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ Province de Hrvatska;$COUNTRY_ADJ$ Provinz Hrvatska;$COUNTRY_ADJ$ Prowincja Hrvatska;$COUNTRY_ADJ$ Provincia de Hrvatska;$COUNTRY_ADJ$ Provincia di Hrvatska;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ provincie Hrvatska;$COUNTRY_ADJ$ Province of Hrvatska;$COUNTRY_ADJ$ Provincie Hrvatska;$COUNTRY_ADJ$ Província de Hrvatska;$COUNTRY_ADJ$ Ïğîâèíöèÿ Õâàòñêàÿ;$COUNTRY_ADJ$ Province of Hrvatska;x
serbian_rename_cro_desc;$COUNTRY$ finally conquered the Province of Hrvatska, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Hrvatska, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ hat schließlich die Provinz Hrvatska erobert, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Hrvatska, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Hrvatska, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Hrvatska, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a provinciát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Hrvatska, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a provinciát, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Hrvatska, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Hrvatska, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Õâàòñêàÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Kroatian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
serbian_rename_n_macedonia_title;$COUNTRY_ADJ$ Province of Severna Makedonija;$COUNTRY_ADJ$ Province de Severna Makedonija;$COUNTRY_ADJ$ Provinz Severna Makedonija;$COUNTRY_ADJ$ Prowincja Severna Makedonija;$COUNTRY_ADJ$ Provincia de Severna Makedonija;$COUNTRY_ADJ$ Provincia di Severna Makedonija;$COUNTRY_ADJ$ tartomány Severna Makedonija;$COUNTRY_ADJ$ provincie Severna Makedonie;$COUNTRY_ADJ$ tartomány Severna Makedonija;$COUNTRY_ADJ$ Provincie Severna Makedonija;$COUNTRY_ADJ$ Província de Severna Makedonija;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ñåâåğíà Ìàêåäîíèÿ;$COUNTRY_ADJ$ Provinssissa Severna Makedonija;x
